"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","sex"
"149","2019-11-21 10:00:41-03","IBt","SP","16253","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Novaes, C","s.n.",NA,"Desconhecido","Sem procedência",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11",NA,NA,NA,NA,NA
"150","2019-11-21 10:00:42-03","IBt","SP","8218","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Brade, AC","7123",NA,"Brasil","Botequim",NA,NA,NA,NA,"1915","04","01","São Paulo",NA,NA,NA,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11",NA,NA,NA,NA,NA
"151","2019-11-21 10:00:42-03","IBt","SP","59018","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Hatschbach, G","3114",NA,"Brasil","Fda. Monte Alegre, Inv. Miranda de Cima",NA,NA,NA,NA,"1953","03","30","Paraná","Tibagi","-50.4136009216309","-24.5093994140625","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","56988","auto",NA,NA,NA
"152","2019-11-21 10:00:42-03","IBt","SP","249721","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Bueno, O","1273",NA,"Brasil","M. Morungava - acesso anterior a ponte - Rio Morungava a esqueda da RS 020 no sentido Gravataí - Taquara",NA,NA,NA,NA,"1979","03","28","Rio Grande do Sul","Gravataí","-50.9919013977051","-29.9444007873535","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,"25424","auto",NA,NA,NA
"153","2019-11-21 10:00:42-03","IBt","SP","49226","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Eugenio Leite, J","2597",NA,"Brasil",NA,NA,NA,NA,NA,"1942","03",NA,"Rio Grande do Sul","São Leopoldo","-51.1472015380859","-29.7602996826172","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","10287","auto",NA,NA,NA
"154","2019-11-21 10:00:41-03","IBt","SP","16136","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Loefgren, A","CGG4273",NA,"Brasil","Ex Herv. C. G. e G. de S. Paulo n° 4273",NA,NA,"SP032983","SP032983","1899","04",NA,"São Paulo","Araraquara","-48.1699981689453","-21.7900009155273","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","29178","auto",NA,NA,NA
"155","2019-11-21 10:00:41-03","IBt","SP","1672","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Gomes, JF","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,"1918","03","21","São Paulo","Buri","-48.5900001525879","-23.7900009155273","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","28249","auto",NA,NA,NA
"156","2019-11-21 10:00:42-03","IBt","SP","64922","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Campos, SM","212",NA,"Brasil","Sta. Luzia do Campo Largo, SSE da cid. da Itapetininga",NA,NA,NA,NA,"1960","03","17","São Paulo","Itapetininga","-48.0499992370605","-23.5900001525879","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","40712","auto",NA,NA,NA
"157","2019-11-21 10:00:41-03","IBt","SP","168918","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Oliveira, CM; Mantovani, W","49",NA,"Brasil","Martinho Prado, Reserva Biológica da Fazenda Campininha",NA,NA,NA,NA,"1981","03","17","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,"39309","auto",NA,NA,NA
"158","2019-11-21 10:00:42-03","IBt","SP","20476","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Hoehne, FC","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,"1927","05","23","São Paulo","Mogi Mirim","-46.9500007629395","-22.4300003051758","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","19575","auto",NA,NA,NA
"159","2019-11-21 10:00:42-03","IBt","SP","77413","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Felippe, GM","160",NA,"Brasil","Km 238 da rod. Washington Luiz, próximo ao hipódromo",NA,NA,NA,NA,"1963","03","24","São Paulo","São Carlos","-47.8899993896484","-22.0100002288818","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,"45913","auto",NA,NA,NA
"160","2019-11-21 10:00:41-03","IBt","SP","118984","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Semir, J","2323",NA,"Brasil","Butantã",NA,NA,NA,NA,"1968","03",NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584","auto",NA,NA,NA
"161","2019-11-21 10:00:42-03","IBt","SP","275","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Hoehne, FC","s.n.",NA,"Brasil","Butantã",NA,NA,NA,NA,"1917","07","18","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584","auto",NA,NA,NA
"162","2019-11-21 10:00:42-03","IBt","SP","8241","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Brade, AC","7122",NA,"Brasil","Ipiranga",NA,NA,NA,NA,"1914","04","10","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584","auto",NA,NA,NA
"163","2019-11-21 10:00:41-03","IBt","SP","16260","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Luederwaldt, H","s.n.",NA,"Brasil","Ipiranga",NA,NA,NA,NA,"1912","04",NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584","auto",NA,NA,NA
"164","2019-11-21 10:00:42-03","IBt","SP","81429","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Handro, O","105A",NA,"Brasil","Jabaquara",NA,NA,NA,NA,"1949","03","28","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584","auto",NA,NA,NA
"165","2019-11-21 10:00:42-03","IBt","SP","54757","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Handro, O","110",NA,"Brasil","Jabaquara",NA,NA,NA,NA,"1949","04","16","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584","auto",NA,NA,NA
"166","2019-11-28 09:18:16-03","IBt","SP","54588","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Handro, O","79",NA,"Brasil","Jabaquara.",NA,NA,NA,NA,"1949","02","01","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","Christ, AL",NA,NA,NA,NA,NA,"2019","06",NA,NA,NA,"53584","auto",NA,NA,NA
"167","2019-11-21 10:00:42-03","IBt","SP","6206","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Brade, AC","5832",NA,"Brasil","Jaraguá",NA,NA,NA,NA,"1913","03","30","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584","auto",NA,NA,NA
"168","2019-11-21 10:00:42-03","IBt","SP","98591","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Coleman, JR","261",NA,"Brasil","Parque do Estado",NA,NA,NA,NA,"1965","03","23","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584","auto",NA,NA,NA
"169","2019-11-21 10:00:41-03","IBt","SP","16285","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Usteri, A","258",NA,"Brasil","Vila Leopoldina&nf;Ex herv. Esc. Politécnica de São Paulo, n° 258",NA,NA,NA,NA,"1906","04","22","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","53584","auto",NA,NA,NA
"170","2020-11-19 09:28:47-03","IBt","SP","258617","S","Plantae",NA,NA,"Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch.Bip. ex Baker) R.M.King & H.Rob.",NA,"Barros, F","2652",NA,"Brasil",NA,NA,NA,NA,NA,"1993","02","11","São Paulo","Itirapina","-47.8199996948242","-22.25","Esteves, RL",NA,NA,NA,NA,NA,"2007","06",NA,NA,NA,"22843","auto",NA,NA,NA
"171","2010-08-16 16:37:23-03","GH","HU-HERB","GH 00008050","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Schultz Bipontinus ex Baker","Type","L. Riedel",NA,"South America","Brazil",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
