X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,class,individualCount,typeStatus,monthIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.4097,-23.6203,"1",2021-03-15 16:37:00-03,NY,NYBG,"777090",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,Mattos,M. L. Kawasaki,G. L. Esteves,"2767","2000","10","20",South America,Brazil,São Paulo,Caraguatatuba,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Base do Gravi",-45.4097,-23.6203,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118419' target='other'> <mi>dwc_moreinfo</mi></a>,NY00777090,NY00777090_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0997,-24.5203,"2",2021-03-15 16:37:00-03,NY,NYBG,"687439",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,Mattos,M. L. Kawasaki,V. C. Souza,"9069","1995","09","04",South America,Brazil,São Paulo,Eldorado,"Parque Estadual de jacupiranga, Núcleo da Caverna do Diabo.",-48.0997,-24.5203,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875186' target='other'> <mi>dwc_moreinfo</mi></a>,NY00687439,NY00687439_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"4",2020-12-21 16:37:20-03,MBM,MBM,"41355",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,Mattos,Oswaldo,Oswaldo,"1139","1966","04",NA,Southern America,Brazil,São Paulo,Santo André,"Paranapiacaba, via férrea São Paulo - Santos",-46.5299987792969,-23.6599998474121,NA,NA,MBM041355,MBM041355,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"7",2021-02-11 17:20:46-03,UFPR,UPCB,"94396",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,retusa,Myrcia retusa,(O.Berg) Nied.,"Lima, D.F.","Kuhlmann, M.","3334","1946","07","04",NA,Brasil,São Paulo,Santo André,E. B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,"Arbusto, frutos pretos quando maduros",UPCB0043196,UPCB0043196,"27258",auto,"2018",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"9",2020-09-12 05:00:02-03,US,US,"2580005",PreservedSpecimen,Plantae,NA,Myrtales,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,Mattos,NA,O. Handro,"1139","1966","4","15",South America - Neotropics,Brazil,São Paulo,Santo André,(via férrea São Paulo-Santos). Estação Biológica.,-46.5299987792969,-23.6599998474121,NA,NA,US01892543,US01892543_01 US01892543_02,"27258",auto,NA,NA,NA,NA,NA,Dicotyledonae,"1",NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"10",2019-11-13 11:27:08-03,USP,SPF,"165036",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,Mattos,"Kawasaki, ML","Souza, VC","9069","1995","09","04",NA,Brasil,São Paulo,Eldorado,Parque Estadual de Jacupiranga,-48.0999984741211,-24.5200004577637,NA,NA,SPF00165036,NA,"38804",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"11",2021-03-15 18:29:02-03,USP,SPF,"67432",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,Mattos,NA,"Mattos, J","10588","1961","07","05",NA,Brasil,São Paulo,Santo André,"Estação Biológica do Alto da Serra, Paranapiacaba.",-46.5299987792969,-23.6599998474121,NA,"3,5 m de altura. Flores brancas.; Capoeirinha.",SPF00067432,SPF00067432,"27258",auto,NA,NA,NA,NA,NA,NA,NA,isotype,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"12",2019-11-13 11:27:08-03,USP,SPF,"67448",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,Mattos,"Handro, O","Handro, O","1139","1966","04","15",NA,Brasil,São Paulo,Santo André,Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,SPF00067448,NA,"27258",auto,"1966",NA,NA,NA,NA,NA,NA,NA,"04","35",São Paulo,SP,Sudeste
-46.733889,-23.993611,"13",2020-02-03 14:46:59-03,USP,SPF,"165347",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,retusa,Myrcia retusa,(O.Berg) Nied.,"Lima, DF","Garcia, RJF","2137","2002","02","15",NA,Brasil,São Paulo,São Paulo,Parque Estadual da Serra do Mar,-46.733889,-23.993611,NA,NA,SPF00165347,NA,NA,NA,"2017","-46.733889","-23.993611",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"15",2020-02-03 14:46:59-03,USP,SPF,"85715",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,retusa,Myrcia retusa,(O.Berg) Nied.,"Lima, DF","Handro, O","1139","1966","04","15",NA,Brasil,São Paulo,Santo André,Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,SPF00085715,NA,"27258",auto,"2017",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"19",2021-03-04 15:45:33-03,IF,SPSF,"28916",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,NA,NA,G.L.Esteves,"2767","2000","10","20",América do Sul,Brasil,SP,Caraguatatuba,"P.E.Serra do Mar, Núcleo Caraguatatuba",-45.4099998474121,-23.6200008392334,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila em regeneracao&nf;;",NA,NA,"30093",auto,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"20",2021-03-04 15:45:33-03,IF,SPSF,"31806",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,NA,NA,R.J.F. Garcia,"2137","2002","02","15",América do Sul,Brasil,SP,São Paulo,"P.E.Serra do Mar, Núcleo Curucutu",-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"53584",auto,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"22",2020-08-26 10:50:12-03,MCN-FZBRS,HAS,"55105",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,Mattos,NA,"Mattos, J.","10588","1961","12",NA,NA,Brasil,São Paulo,Santo André,"Paranapiacaba, Estação Biológica",-46.5299987792969,-23.6599998474121,NA,"Numa capoeirinha, arb. 3,5m alt., fl. brancas.",HAS0055105,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,Isotypus,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"23",2019-11-21 10:12:15-03,IBt,SP,"79843",S,Plantae,NA,NA,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,Mattos,NA,"Kuhlmann, M","3334","1946","07","04",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,"Arbusto, frutos pretos quando maduros",NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"24",2020-11-05 09:52:28-03,IBt,SP,"75701",S,Plantae,NA,NA,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,Mattos,"Mattos, JR","Mattos, J","10588","1961","12","05",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,"Numa capoeirinha 3,5m de alt., flores brancas",SP001367,SP001367,"27258",auto,"1963",NA,NA,NA,NA,NA,NA,Holotype,"11","35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"25",2019-11-21 10:12:15-03,IBt,SP,"58666",S,Plantae,NA,NA,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,Mattos,NA,"Kuhlmann, M","4376","1958","05","02",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,Arbusto,NA,NA,"27258",auto,"1964",NA,NA,NA,NA,NA,NA,NA,"02","35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"26",2019-11-21 10:12:15-03,IBt,SP,"102225",S,Plantae,NA,NA,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,Mattos,NA,"Mattos, JR; Mattos, NF","14848","1967","07","27",NA,Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",-46.5299987792969,-23.6599998474121,NA,"Numa capoeira, arbusto de 2m de alt., frutos vermelhos",NA,NA,"27258",auto,"1970",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"27",2019-11-21 10:12:15-03,IBt,SP,"111140",S,Plantae,NA,NA,Myrtaceae,Myrcia,obcordata,Myrcia obcordata,Mattos,NA,"Mattos, JR",15441A,"1969","05","29",NA,Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",-46.5299987792969,-23.6599998474121,NA,"Na mata secundária, arbusto com ca. de 1,2m de alt., frutos maduros, negros",NA,NA,"27258",auto,"1970",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
