X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,stateProvince,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,typeStatus,previousCatalogNumber,relatedCatalogItem,relationshipType,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.88,-23.1803,"11",2021-03-15 16:37:00-03,NY,NYBG,"669173",PreservedSpecimen,Plantae,Solanaceae,Solanum,diploconos,Solanum diploconos,(Mart.) Bohs,NA,NA,NA,NA,H. de F. Leitão Filho,"13135","1981","11","07",Brazil,Jundiaí,Na Serra do Japi.,-46.88,-23.1803,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104012' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669173,NY00669173_01,São Paulo,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.88,-23.1803,"18",2021-03-15 16:37:00-03,NY,NYBG,"669172",PreservedSpecimen,Plantae,Solanaceae,Solanum,diploconos,Solanum diploconos,(Mart.) Bohs,NA,NA,NA,NA,H. de F. Leitão Filho,"13119","1981","11","07",Brazil,Jundiaí,Na Serra do Japi.,-46.88,-23.1803,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104011' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669172,NY00669172_01,São Paulo,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"20",2021-03-15 16:37:00-03,NY,NYBG,"687503",PreservedSpecimen,Plantae,Solanaceae,Solanum,diploconos,Solanum diploconos,(Mart.) Bohs,NA,NA,NA,NA,S. A. C. Chiea,"101","1980","06","30",Brazil,Sao Paulo,"Reserva Biológica, Parque Estadual das Fontes do Ipiranga",-46.621883,-23.654505,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=876088' target='other'> <mi>dwc_moreinfo</mi></a>,NY00687503,NY00687503_01,São Paulo,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4097,-23.6203,"22",2021-03-15 16:37:00-03,NY,NYBG,"669186",PreservedSpecimen,Plantae,Solanaceae,Solanum,diploconos,Solanum diploconos,(Mart.) Bohs,NA,NA,NA,NA,J. Fontella Pereira,"110","1961","11","08",Brazil,Caraguatatuba,"No alto da Serra de Caraguatatuba, à 7km do limite do Mun. de Paraibuna e à 13km do Rio Santo Antonio.",-45.4097,-23.6203,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104016' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669186,NY00669186_01,São Paulo,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.88,-23.1803,"27",2021-03-15 16:37:00-03,NY,NYBG,"669171",PreservedSpecimen,Plantae,Solanaceae,Solanum,diploconos,Solanum diploconos,(Mart.) Bohs,NA,NA,NA,NA,H. de F. Leitão Filho,"13119","1981","11","07",Brazil,Jundiaí,Na Serra do Japi.,-46.88,-23.1803,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104010' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669171,NY00669171_01,São Paulo,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"37",2021-03-15 16:37:00-03,NY,NYBG,"687504",PreservedSpecimen,Plantae,Solanaceae,Solanum,diploconos,Solanum diploconos,(Mart.) Bohs,NA,NA,NA,NA,F. de Barros,"596","1980","12","17",Brazil,Sao Paulo,Reserva Biológica do Parque Estadual das Fontes do Ipiranga.,-46.621883,-23.654505,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=876099' target='other'> <mi>dwc_moreinfo</mi></a>,NY00687504,NY00687504_01,São Paulo,Magnoliophyta,Solanales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.5200004577637,"64",2020-11-04 11:19:54-03,ESALQ,ESA,"27008",PreservedSpecimen,Plantae,Solanaceae,Cyphomandra,fragrans,Cyphomandra fragrans,NA,NA,NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","290.0","1993","12","02",Brasil,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,ESA027008,ESA027008,São Paulo,Magnoliophyta,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.39,-23.96,"69",2015-07-02 14:04:23-03,JBP,HPL,"11021",S,Plantae,Solanaceae,Solanum,diploconos,Solanum diploconos,(Mart.) Bohs,J.R. Stehmann,"2005","10","03","C. Mouta, M. Fachada & J. Cardoso","31","2003","11","17",Brasil,São Vicente,"Coletado no Parque Estadual Xixová-Japuí, no morro do Japuí; em área de mata de encosta. S 23° 58' 37 - 24° 02' 06; W 46° 22' 19 - 46° 24' 42",-46.39,-23.96,NA,NA,NA,NA,NA,NA,NA,SP,NA,NA,NA,NA,"25482",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"75",2019-02-15 11:50:55-02,IPA,IPA,"12645",S,Plantae,Solanaceae,Solanum,diploconos,Solanum diploconos,(Mart.) Bohs,"Stehmann, J.R.","2006","12","06","Pickel, B.","4319","1944","12","22",Brasil,São Paulo,"Capital, Chácara dos Morrinhos. Na cerca, à sombra.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Hábito: árvore pequena glutinosa.,IPA0012645,NA,São Paulo,Plantae,NA,Southern America,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"88",2021-03-01 16:41:30-03,UNICAMP,UEC,"40222",S,Plantae,Solanaceae,Cyphomandra,diploconos,Cyphomandra diploconos,(Mart.) Sendtn.,"Stehmann, JR","1994","12","13","Tamashiro, JY; Leitão Filho, HF","17985","1985","12","03",Brazil,Cananéia,Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,"Arbusto até 3m de altura; flores jovens roxas, adultas roxo-amarelado, frutos verdes.; Mata restinga.",UEC085643,UEC085643,São Paulo,Magnoliopsida,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"89",2021-03-01 16:41:30-03,UNICAMP,UEC,"50420",S,Plantae,Solanaceae,Cyphomandra,diploconos,Cyphomandra diploconos,(Mart.) Sendtn.,"Stehmann, JR","1994","12","13","Vasconcellos-Neto, J","20972","1988","11","21",Brazil,Jundiaí,Serra do Japí,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,"Arvoreta com 2m de altura; flores lilás.; Próximo à riacho.",UEC085642,UEC085642,São Paulo,Magnoliopsida,NA,NA,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"90",2021-03-01 16:41:30-03,UNICAMP,UEC,"50425",S,Plantae,Solanaceae,Cyphomandra,diploconos,Cyphomandra diploconos,(Mart.) Sendtn.,"Stehmann, JR","1994","12","13","Vasconcellos-Neto, J","20977","1988","11","14",Brazil,Jundiaí,Serra do Japí,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,"Arvoreta com 4m de altura; flores lilás.; Próximo à riacho.",UEC085640,UEC085640,São Paulo,Magnoliopsida,NA,NA,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"91",2021-03-01 16:41:30-03,UNICAMP,UEC,"26848",S,Plantae,Solanaceae,Cyphomandra,diploconos,Cyphomandra diploconos,(Mart.) Sendtn.,"Stehmann, JR","1994","12","13","Leitão Filho, HF; Shepherd, GJ; Tamashiro, JY; Yamamoto, K","13119","1981","11","07",Brazil,Jundiaí,Serra do Japí.,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,"Arbusto até 3m de altura, flores roxas, pêndulos.; Mata .",UEC085645,UEC085645,São Paulo,Magnoliopsida,NA,NA,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"92",2021-03-01 16:41:30-03,UNICAMP,UEC,"38178",S,Plantae,Solanaceae,Cyphomandra,diploconos,Cyphomandra diploconos,(Mart.) Sendtn.,"Stehmann, JR","1994","12","13","Brown Jr, KS","15700","1982","02","18",Brazil,Jundiaí,"Serra do Japí, Caminho do Açude do DAE até a mirante.",-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,"Arbusto muito ramificado, odor forte e muitas frutas verdes.",UEC085648,UEC085648,São Paulo,Magnoliopsida,NA,NA,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.5200004577637,"93",2021-03-01 16:41:30-03,UNICAMP,UEC,"50310",S,Plantae,Solanaceae,Cyphomandra,diploconos,Cyphomandra diploconos,(Mart.) Sendtn.,"Stehmann, JR","1994","12","13","Leitão Filho, HF; Tamashiro, JY; Semir, J; Meira Neto, JAA; Bernacci, LC","20943","1988","10","14",Brazil,São Roque,Parque da Câmara.,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,"Escandente, flores arroxeadas.",UEC085646,UEC085646,São Paulo,Magnoliopsida,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"94",2021-03-01 16:41:30-03,UNICAMP,UEC,"60309",S,Plantae,Solanaceae,Cyphomandra,diploconos,Cyphomandra diploconos,(Mart.) Sendtn.,"Stehmann, JR","1994","12","13","Buzato, S; Franco, ALM","26605","1991","03","04",Brazil,Sete Barras,Fazenda Intervales - Base Saibadela.,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,"ÁRvore, 4m de altura.; Beira de rio.",UEC085636,UEC085636,São Paulo,Magnoliopsida,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
