X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,recordNumber,class,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,individualCount,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"54",2021-03-04 15:42:00-03,IF,SPSF,"31802",PreservedSpecimen,Plantae,Magnoliophyta,Commelinales,Xyridaceae,Xyris,vacillans,Xyris vacillans,NA,NA,R.J.F. Garcia,"1999","12","21",América do Sul,Brasil,SP,São Paulo,"P.E.Serra do Mar, Núcleo Curucutu",-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1862",Liliopsida,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"56",2021-02-18 08:31:32-03,IBt,SP,"7015",S,Plantae,NA,NA,Xyridaceae,Xyris,paulensis,Xyris paulensis,Malme,NA,"Brade, AC","1912","12","08",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"6347",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.316667,-23.783333,"58",2020-09-03 09:26:03-03,IBt,SP,"185132",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,"Wanderley, MGL","Carra, M; Custodio Filho, A","1982","12","28",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.316667,-23.783333,"750","900",NA,NA,NA,NA,"20",NA,"2018","10","03",NA,NA,"-46.316667","-23.783333",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"65",2020-09-03 09:26:03-03,IBt,SP,"310364",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,NA,"Souza, JP","1996","12","16",NA,Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,NA,NA,"986",NA,NA,NA,NA,"38855",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"66",2021-01-07 09:34:40-03,IBt,SP,"446590",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,NA,"Tannus, JLS","2001","12","20",NA,Brasil,São Paulo,Itirapina,NA,-47.8199996948242,-22.25,NA,NA,NA,NA,NA,NA,"551",NA,NA,NA,NA,"22843",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"67",2021-02-18 08:31:32-03,IBt,SP,"12314",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,NA,"Lemos, D","1924","01","06",NA,Brasil,São Paulo,Santo André,Alto da Serra,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"68",2020-09-03 09:26:03-03,IBt,SP,"151421",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,"Wanderley, MGL","Wanderley, MGL","1977","12","02",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,Flores amarelas e grande quantidade de indivíduos,NA,NA,"69",NA,"2004",NA,NA,"27258",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"69",2020-09-03 09:26:03-03,IBt,SP,"12294",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,"Smith, LB","Edwall, G","1892","11","18",NA,Brasil,São Paulo,Santo André,"Estação Campo Grande, Brejo no campo",-46.5299987792969,-23.6599998474121,NA,NA,NA,"Herbácea, flor amarela",SP003037,SP003037,CGG1945,NA,"1963","02",NA,"27258",auto,NA,NA,NA,Isotype,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"70",2020-09-03 09:26:03-03,IBt,SP,"293949",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,NA,"Chiea, SAC","1994","11","17",NA,Brasil,São Paulo,São Bernardo do Campo,Parque Caminhos do Mar,-46.560001373291,-23.6900005340576,NA,NA,NA,NA,NA,NA,"784",NA,NA,NA,NA,"31119",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"71",2020-09-03 09:26:03-03,IBt,SP,"302491",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,NA,"Moreira, BA","1996","11","14",NA,Brasil,São Paulo,São Bernardo do Campo,Parque Caminhos do Mar,-46.560001373291,-23.6900005340576,NA,NA,NA,NA,NA,NA,"202",NA,NA,NA,NA,"31119",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"72",2020-09-03 09:26:03-03,IBt,SP,"302510",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,NA,"Moreira, BA","1996","11","08",NA,Brasil,São Paulo,São Bernardo do Campo,Parque Caminhos do Mar,-46.560001373291,-23.6900005340576,NA,NA,NA,NA,NA,NA,"198",NA,NA,NA,NA,"31119",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"73",2021-02-18 08:31:32-03,IBt,SP,"12309",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,NA,"Usteri, A","1906","03","23",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"74",2021-02-18 08:31:32-03,IBt,SP,"12305",S,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,NA,"Luederwaldt, H","1907","11",NA,NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
