X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,yearIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"75",2021-01-09 21:48:22-03,UNICENTRO,HUCO,"1258",S,Plantae,NA,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Pena, M.A.","Pena, M.A.; et al.; et al.","35","2003","02","26",NA,Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu",-46.6300010681152,-23.5400009155273,NA,NA,NA,"Trepadeira a 5 metros, pétalas brancas, gineceu roxo; DESC: Trepadeira a 5 metros, pétalas brancas, gineceu roxo",HUCO001258,NA,NA,"2003","53584",auto,NA,NA,"06",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"78",2019-12-19 11:17:25-03,UFG,UFG,"43113",S,Plantae,NA,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Ritter, M.R.","Affonso, P.; Garcia, R.J.F.","372","1999","03","19",NA,Brasil,São Paulo,São Paulo,Parque Estadual da Serra do Mar,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,UFG0043113,UFG0043113,NA,"2001","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.313889,-22.79,"90",2014-04-04 18:26:37-03,PNFM,IRAI,"7590",S,Plantae,Magnoliophyta,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Cordeiro, J.","Caxambu, M.G.","2143","2008","04","19",NA,Brasil,Paraná,Piraquara,Mananciais da Serra,-45.313889,-22.79,NA,NA,NA,"Trepadeira volúvel, heliófita, com flores de cor creme. Relevo forte ondulado. Vegetação floresta ombrófila densa montana",IRAI00007590,NA,NA,"2008",NA,NA,NA,NA,"01","01","-45.313889","-22.79",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.983056,-24.156111,"98",2020-11-12 16:58:23-03,UEL,FUEL,"54027",PreservedSpecimen,Plantae,Tracheophyta,Asterales,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Ritter, MR","Godoy, SM","14","2012","03","16",NA,Brasil,São Paulo,São Miguel Arcanjo,Pq. Estadual Carlos Botelho,-47.983056,-24.156111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.983056","-24.156111",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.983056,-24.156111,"99",2020-11-12 16:58:23-03,UEL,FUEL,"54028",PreservedSpecimen,Plantae,Tracheophyta,Asterales,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Ritter, MR","Godoy, SM","15","2012","03","16",NA,Brasil,São Paulo,São Miguel Arcanjo,Pq. Estadual Carlos Botelho,-47.983056,-24.156111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.983056","-24.156111",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"101",2020-11-12 16:58:23-03,UEL,FUEL,"40543",PreservedSpecimen,Plantae,Tracheophyta,Asterales,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Ciello-Filho, R","Ciello-Filho, R; Ivanauskas, NM; D. de Souza","420","2005","03","15",NA,Brasil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu, Trilha do rio Camburi - SAD 69",-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,NA,NA,NA,"2005","26998",auto,NA,NA,"12","04",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.313889,-22.79,"107",2019-10-30 09:27:40-03,UFMT,UFMT,"40577",S,Plantae,NA,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Cordeiro, I.","Caxambu, M.G.","2143","2008","04","19",NA,Brasil,Paraná,Piraquara,Mananciais da Serra,-45.313889,-22.79,"1020","1020",NA,"Trepadeira volúvel, heliófita, com flores de cor creme; Relevo forte ondulado; vegetação floresta ombrófila densa montana",NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,"-45.313889","-22.79",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.733333,-23.983333,"108",2021-03-04 15:42:36-03,IF,SPSF,"29529",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusen ex Malme,J.A.Pastore,F.T.Farah & S.Aguiar & T.B.Breier & R.R.Rodrigues & V.C.Souza,"2076","2001","04","10",América do Sul,Brasil,SP,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutú",-46.733333,-23.983333,"800","800",NA,"COLETA: XLS: SPSFAntigo&nf;Floresta de neblina com campo adjacente.&nf;Liana, flores esverdeadas.; GEOGRAFIA: Na borda da mata;",NA,NA,NA,"2012",NA,NA,Magnoliopsida,NA,"05","04",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"110",2021-03-04 15:42:36-03,IF,SPSF,"34651",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Mikania,smaragdina,Mikania smaragdina,NA,R.Cielo-Filho,R.Cielo-Filho & N.M.Ivanauskas & D.de Souza,"420","2005","03","15",América do Sul,Brasil,SP,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu",-46.7799987792969,-24.1800003051758,NA,NA,NA,"COLETA: XLS: SPSFNovo; Arbusto de 1,2 m, flores brancas; GEOGRAFIA: Trilha do Rio Camburi&nf;UTM: X=322264 Y=7346166;",NA,NA,NA,"2005","26998",auto,Magnoliopsida,NA,"04","12",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"111",2021-03-04 15:42:36-03,IF,SPSF,"22862",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusen ex Malme,J.A.Pastore,P.Affonso & R.J.F. Garcia & M.Gomes Neto & E.H.Silva,"169","1998","03","06",América do Sul,Brasil,SP,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu",-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Trepadeira, brácteas branco-esverdeadas, pétalas lilás suave.; GEOGRAFIA: trilha do rio Embú-Guassú.;",NA,NA,NA,"2012","53584",auto,Magnoliopsida,NA,"06","29",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"119",2021-02-08 12:36:43-03,UFRGS,ICN,"132038",S,Plantae,Dicotyledon,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Ritter, MR","Chukr, NS; et al.","544","1997","05","14",América do Sul,Brasil,SP,São Paulo,Parque Estadual da Serra do Mar Núcleo Curucutu caminho para o Mirante,-46.6300010681152,-23.5400009155273,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável). Doação Herbário PMSP.; Trepadeira; flores creme.; Zona reflorestada por Pinus. Próximo ao riacho.",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"120",2021-02-08 12:36:43-03,UFRGS,ICN,"132036",S,Plantae,Dicotyledon,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Ritter, MR","Garcia, RJF; et al.","1939","2000","03","16",América do Sul,Brasil,SP,São Paulo,Parque Estadual da Serra do Mar Núcleo Curucutu trilha do campo,-46.6300010681152,-23.5400009155273,"800","800",NA,"Espécie ameaçada de extinção (Vulnerável). Doação Herbário PMSP.; Trepadeira. Folhas suculentas; inflorescências verde-amareladas.; Capão de topo de morro. No solo, junto à borda do capão.",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"121",2021-02-08 12:36:43-03,UFRGS,ICN,"132037",S,Plantae,Dicotyledon,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Ritter, MR","Affonso, P; Garcia, RJF","360","1999","03","18",América do Sul,Brasil,SP,São Paulo,Parque Estadual da Serra do Mar Núcleo Curucutu trilha do Mirante,-46.6300010681152,-23.5400009155273,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável). Doação Herbário PMSP.; Trepadeira; pétalas brancas.",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.25,-24.55,"127",2019-11-21 10:01:03-03,IBt,SP,"262396",S,Plantae,NA,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Simão Bianchini, R","Anunciação, EA; Gomes, MZ","259","1993","06","26",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Trilha para o morrinho",-47.25,-24.55,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,"09","01","-47.25","-24.55",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"129",2019-11-21 10:01:03-03,IBt,SP,"247623",S,Plantae,NA,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,NA,"Barros, F","2269","1991","04","09",NA,Brasil,São Paulo,Cananéia,"Ilha do Cardoso, Pico do Cardoso",-47.9199981689453,-25.0100002288818,"840","840",NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"130",2019-11-21 10:01:03-03,IBt,SP,"278710",S,Plantae,NA,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Ritter, MR","Baitello, JB","534","1994","03","29",NA,Brasil,São Paulo,Cunha,"Parque Estadual da Serra do Mar, Estrada do Rio Bonito e Paraibuna",-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,NA,NA,NA,"2000","38855",auto,NA,NA,"09","27",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"131",2019-11-21 10:01:03-03,IBt,SP,"278709",S,Plantae,NA,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Ritter, MR","Baitello, JB","606","1994","03","30",NA,Brasil,São Paulo,Cunha,"Parque Estadual da Serra do Mar, Pedreira e arredores",-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,NA,NA,NA,"2000","38855",auto,NA,NA,"09","27",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"132",2019-11-21 10:01:03-03,IBt,SP,"344264",S,Plantae,NA,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Ritter, MR","Garcia, RJF; Amorim, A; Alves, M; Costa, A; Costa, CB; Vieira, S; Fiaschi, P","1939","2000","03","16",NA,Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu, trilha do campo",-46.6300010681152,-23.5400009155273,"750","800",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
