X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,yearIdentified,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,geoFlag,class,verbatimLongitude,verbatimLatitude,relatedCatalogItem,monthIdentified,dayIdentified,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"90",2021-03-04 15:43:57-03,IF,SPSF,"49110",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,J.B.Baitello,"2663","2014","10","08",América do Sul,Brasil,SP,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,"COLETA: Árvore com 13m de altura; flores cor creme, abundantes e perfumadas.&nf;Nome Popular - Canela Amarela&nf;02 DUPLICATAS; GEOGRAFIA: Cultivada na Divisão de Dasonomia.;",NA,NA,J.B.Baitello,"2014","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"10","08",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"91",2021-03-04 15:43:57-03,IF,SPSF,"08115",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,O.Vecchi,NA,"1969","05","02",América do Sul,Brasil,SP,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.B.Baitello,"1999","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"12","12",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"92",2021-03-04 15:43:57-03,IF,SPSF,"00740",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,D.Bento Pickel,NA,"1943","08","27",América do Sul,Brasil,SP,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"05","05",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"93",2021-03-04 15:43:57-03,IF,SPSF,"01761",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,D.Bento Pickel,NA,"1942","06","28",América do Sul,Brasil,SP,São Paulo,"Horto Florestal, museu",-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"04","15",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"94",2021-03-04 15:43:57-03,IF,SPSF,"08149",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,D.Gonzaga,"989","1941","11","01",América do Sul,Brasil,SP,São Paulo,"Horto Florestal, parque do museu",-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo&nf;Flores em novembro.&nf;Nome popular: canela-parda;",NA,NA,J.B.Baitello,"1999","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"06","15",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"95",2021-03-04 15:43:57-03,IF,SPSF,"24608",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,J.V.Godoi & C.E.Lohlmann & M.Kawall,"331","1992","10","09",América do Sul,Brasil,SP,São Paulo,margem leste do rio Pinheiros,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo&nf;Aterro Sanitario&nf;Árvoire 10m; flores cor creme.; GEOGRAFIA: aterro sanitario Santo Amaro, após a Usina de Piratininga.;",NA,NA,J.B.Baitello,"1999","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"07","30",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"96",2021-03-04 15:43:57-03,IF,SPSF,"35034",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,W.Hoehne,"3642","1951","09","20",América do Sul,Brasil,SP,São Paulo,parque do Estado,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFNovo; nome vulgar: canela amarela;",NA,NA,J.B.Baitello,"2005","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"09","21",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"97",2021-03-04 15:43:57-03,IF,SPSF,"08966",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,W.Hoehne,"1475","1944","09","19",América do Sul,Brasil,SP,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo&nf;Nomes populares: canela-parda; canela-amarela; GEOGRAFIA: Ex SPF;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"05","15",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"98",2021-03-04 15:43:57-03,IF,SPSF,"26049",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,B.Lopes,NA,"1999","11","04",América do Sul,Brasil,SP,São Paulo,parque estadual Alberto Loefgreen,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore de flores copr creme.&nf;Nome popular: canela amarela; GEOGRAFIA: Ao lado do Museu Florestal.;",NA,NA,J.B.Baitello,"1999","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"11","05",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"99",2021-03-04 15:43:57-03,IF,SPSF,"49294",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,J.B.Baitello,"2670","2015","01","14",América do Sul,Brasil,SP,São Paulo,Parque Estadual Alberto Löefgren,-46.6300010681152,-23.5400009155273,NA,"COLETA: árvore, 12m, frutos verdes.; GEOGRAFIA: Divisão de Dasonomia;",NA,NA,J.B.Baitello,"2015","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"01","14",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"100",2021-03-04 15:43:57-03,IF,SPSF,"44994",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,J.B.Baitello & O.T. Aguiar & P.L.R.Moraes & J.Rohwer,"2559","2011","08","25",América do Sul,Brasil,SP,São Paulo,Parque Estadual Alberto Löefgren,-46.6300010681152,-23.5400009155273,NA,"COLETA: Árvore 7m altura; flores amarelo-esverdeadas.; GEOGRAFIA: Ao lado do Museu Florestal;",NA,NA,J.B.Baitello,"2011","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"08","25",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"101",2021-03-04 15:43:57-03,IF,SPSF,"14576",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,R.Esteves,"35","1991","10","18",América do Sul,Brasil,SP,São Paulo,Parque Estadual do Instituto Florestal,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"04","15",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"102",2021-03-04 15:43:57-03,IF,SPSF,"05972",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,J.B.Baitello & O.T. Aguiar,NA,"1980","11","13",América do Sul,Brasil,SP,São Paulo,Parque Estadual do Instituto Florestal,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"05","05",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"103",2021-03-04 15:43:57-03,IF,SPSF,"08083",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,J.B.Baitello & O.T. Aguiar,NA,"1981","10","08",América do Sul,Brasil,SP,São Paulo,Parque Estadual do Instituto Florestal,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"05","16",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"104",2021-03-04 15:43:57-03,IF,SPSF,"35040",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,L.Rossi,"710","1985","10","01",América do Sul,Brasil,SP,São Paulo,parque Previdencia,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFNovo.&nf;Árvore 10m altura e 30cm de DAP;",NA,NA,J.B.Baitello,"2005","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"09","21",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"105",2021-03-04 15:43:57-03,IF,SPSF,"53222",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,J.B.Baitello,"2735","2018","09","25",América do Sul,Brasil,SP,São Paulo,P.E. Alberto Löfgren,-46.6300010681152,-23.5400009155273,NA,"COLETA: Cultivada no Parque Estadual Alberto Löfgren, vila operária casa 107&nf;Árvore 6 m, flores creme, abundantes; GEOGRAFIA: Cultivada;",NA,NA,J.B.Baitello,"2018","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"10","01",NA,NA,Hermafrodita,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"106",2021-03-04 15:43:57-03,IF,SPSF,"05729",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,O.T. Aguiar,NA,"1978","05","26",América do Sul,Brasil,SP,São Paulo,Serra da Cantereira,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore de porte médio.; GEOGRAFIA: Chapada&nf;;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"04","16",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.810556,-22.830556,"109",2021-03-04 15:43:57-03,IF,SPSF,"37504",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,F. A. R. D. P. Arzolla & J. A. Pastore & F.E.S.P.Vilela,"1128","2007","10","09",América do Sul,Brasil,SP,Embu-Guaçu,Parque da Várzea do Embu-Guaçu,-46.810556,-22.830556,NA,"COLETA: Floresta Ombrófila Densa Montana, com inundação periódica.&nf;Árvore 10m, frutos imaturos verdes.;",NA,NA,J.B.Baitello,"2007",NA,"740","740",NA,Magnoliopsida,NA,NA,NA,"11","07",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.125,-23.344444,"110",2021-03-04 15:43:57-03,IF,SPSF,"30040",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,Turma Disciplina Taxonomia Vegetal,"12","2001","11","21",América do Sul,Brasil,SP,São Luis do Paraitinga,Núcleo Santa Virginia,-45.125,-23.344444,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Trilha do rio Ipiranga;",NA,NA,J.B.Baitello,"2002",NA,"925","925",NA,Magnoliopsida,NA,NA,NA,"07","29",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.959722,-23.714444,"112",2021-03-04 15:43:57-03,IF,SPSF,"37409",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,F. A. R. D. P. Arzolla & F.E.S.P.Vilela & G.C.R.de Paula,"1046","2007","02","01",América do Sul,Brasil,SP,Cotia,Reserva Florestal de Morro Grande,-46.959722,-23.714444,NA,"COLETA: Floresta Ombrófila Densa Montana.&nf;Árvore 8m, frutos.;",NA,NA,J.B.Baitello,"2007",NA,"928","928",NA,Magnoliopsida,NA,NA,NA,"02","01",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7725,-23.663056,"113",2021-03-04 15:43:57-03,IF,SPSF,"39656",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,R.J.F. Garcia,"231","1992","11","13",América do Sul,Brasil,SP,São Paulo,parque Santo Dias,-46.7725,-23.663056,NA,"COLETA: Nome popular: canela amarela&nf;Árvore 10m altura e 25cm de DAP.&nf;Tronco principal seco, rebrotando desde a base, flores brancas.; GEOGRAFIA: Borda da mata, próximo à guarita do portao 2.;",NA,NA,J.B.Baitello,"1995",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"12","30",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.633889,-23.459167,"114",2021-03-04 15:43:57-03,IF,SPSF,"45060",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,J.B. Baitello,2560A,"2011","09","29",América do Sul,Brasil,SP,São Paulo,Parque Estadual Alberto Löefgren,-46.633889,-23.459167,NA,"COLETA: Árvore com6 metros de altura. Flores cor creme.&nf;Nome Popular - Canela-amarela; GEOGRAFIA: Bosque em frente a Divisão de Dasonomia. Área Administrativa.;",NA,NA,J.B. Baitello,"2011",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"09","29",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.726944,-23.639444,"115",2021-03-04 15:43:57-03,IF,SPSF,"52494",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,A.Maruyama & L.Cicco,"892","2017","08","25",América do Sul,Brasil,SP,São Paulo,NA,-46.726944,-23.639444,NA,"COLETA: Árvore com aprox. 8m de altura. Botões florais imaturos.; GEOGRAFIA: Floresta próximo ao Parque Burle Marx. Interior. Área istitucional.;",NA,NA,J.B.Baitello,"2017",NA,"775","775",NA,Magnoliopsida,NA,NA,NA,"09","03",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.810001373291,-23.8299999237061,"117",2021-03-04 15:43:57-03,IF,SPSF,"46242",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,A.Rapini & M.L.Kawasaki & S.L.Proença & D.Vital,"202","1996","09","23",América do Sul,Brasil,SP,Embu-Guaçu,Fragmento Florestal,-46.810001373291,-23.8299999237061,NA,"COLETA: Árvore ca. 7m de altura, flores creme.; GEOGRAFIA: Próximo à Rod. Bentinho (SP 234);",NA,NA,J.B.Baitello,"2000","15311",NA,NA,auto,Magnoliopsida,NA,NA,NA,"04","13",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"118",2021-03-04 15:43:57-03,IF,SPSF,"52245",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,A.G. Aguirre & J.Teixeira,"38","2014","02","11",América do Sul,Brasil,SP,Ilhabela,Quatro Tombos,-45.3499984741211,-23.7700004577637,NA,"COLETA: Árvore com 7m de altura, flores de coloração esbranquiçada, com margem revoluta e par.; GEOGRAFIA: Floresta Ombrófila Densa.;",NA,NA,J.B. Baitello,"2017","23719",NA,NA,auto,Magnoliopsida,NA,NA,NA,"07","01",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9300003051758,-23.5400009155273,"119",2021-03-04 15:43:57-03,IF,SPSF,"17641",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,M.O.Montilha,NA,"1994","10","26",América do Sul,Brasil,SP,Itapevi,Bairro Sao Joao,-46.9300003051758,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Estrada da Boa Vista.;",NA,NA,J.B.Baitello,"2000","12129",NA,NA,auto,Magnoliopsida,NA,NA,NA,"04","15",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"120",2021-03-04 15:43:57-03,IF,SPSF,"01806",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,D.Bento Pickel,NA,"1942","10","22",América do Sul,Brasil,SP,São Paulo,Chácara dos Morrinhos,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"05","16",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"121",2021-03-04 15:43:57-03,IF,SPSF,"06236",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,M.Koscinski,"96",NA,NA,NA,América do Sul,Brasil,SP,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore mediana. Floresce em Setembro e frutifica em Janeiro.&nf;Nomes populares: canela-parda, canela-louro; GEOGRAFIA: No Parque do Museu.;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"05","06",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"122",2021-03-04 15:43:57-03,IF,SPSF,"05746",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,J.B.Baitello,NA,"1978","10","20",América do Sul,Brasil,SP,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: No Parque.;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"04","15",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"123",2021-03-04 15:43:57-03,IF,SPSF,"02280",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,D.Bento Pickel,NA,"1945","10","08",América do Sul,Brasil,SP,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"04","16",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"124",2021-03-04 15:43:57-03,IF,SPSF,"00146",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,M.Koscinski,NA,"1935","09","01",América do Sul,Brasil,SP,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSF Antigo;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"05","16",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"125",2021-03-04 15:43:57-03,IF,SPSF,"02770",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,J.P.Coelho,NA,"1946","10","07",América do Sul,Brasil,SP,São Paulo,"Horto Florestal, museu",-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"05","15",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"126",2021-03-04 15:43:57-03,IF,SPSF,"06237",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe -Teixeira,NA,M.Koscinski,NA,NA,NA,NA,América do Sul,Brasil,SP,São Paulo,Serra da Cantereira,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.B.Baitello,"2000","53584",NA,NA,auto,Magnoliopsida,NA,NA,NA,"04","15",NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"127",2020-03-04 16:04:45-03,UNESP-IS,HISA,"10292",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,B. Coe-Teixeira,NA,"Martins,A.R., Gonçalves,R.A., Buzetti, I.A,Krumpholz,K.J","502","2014","11","10",NA,Brasil,São Paulo,Ribeirão Grande,"Parque Estadual Intervales, trilha do Arcão",-48.3600006103516,-24.0900001525879,NA,"Trilha da Cachoeira, ordem de coleta 11 Ponto GPS 11.Nome popular: Anhuva.",NA,NA,NA,NA,"25028",NA,NA,auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"128",2020-03-04 16:04:45-03,UNESP-IS,HISA,"10297",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,B. Coe-Teixeira,NA,"Martins,A.R., Gonçalves,R.A., Buzetti, I.A,Krumpholz,K.J","510","2014","11","10",NA,Brasil,São Paulo,Ribeirão Grande,"Parque Estadual Intervales, trilha do Palmito",-48.3600006103516,-24.0900001525879,NA,Nome vulgar: anhuva.Ordem de coleta 23 Ponto GPS 23.,NA,NA,NA,NA,"25028",NA,NA,auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8400001525879,-23.7099990844727,"130",2019-11-21 10:07:22-03,IBt,SP,"69829",S,Plantae,NA,NA,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,"Pickel, B","3450",NA,NA,NA,NA,Brasil,São Paulo,Itapecerica da Serra,NA,-46.8400001525879,-23.7099990844727,NA,NA,SP054858,SP054858,"Baitello, JB","2003","12011",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"131",2019-11-21 10:07:22-03,IBt,SP,"41796",S,Plantae,NA,NA,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,"Pickel, B","4433","1939","10","20",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SP054852,SP054852,"Baitello, JB","2003","53584",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"132",2019-11-21 10:07:22-03,IBt,SP,"680",S,Plantae,NA,NA,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,"Hoehne, FC",s.n.,"1917","10","12",NA,Brasil,São Paulo,São Paulo,Bairro Butantã,-46.6300010681152,-23.5400009155273,NA,NA,SP054850,SP054850,"Baitello, JB","2003","53584",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"133",2019-11-21 10:07:22-03,IBt,SP,"542",S,Plantae,NA,NA,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,"Hoehne, FC",s.n.,"1917","09","12",NA,Brasil,São Paulo,São Paulo,Bairro Butantã,-46.6300010681152,-23.5400009155273,NA,NA,SP054849,SP054849,"Baitello, JB","2003","53584",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"134",2019-11-21 10:07:22-03,IBt,SP,"6511",S,Plantae,NA,NA,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,"Brade, AC","7252","1913","11","23",NA,Brasil,São Paulo,São Paulo,Bairro Santo Amaro,-46.6300010681152,-23.5400009155273,NA,NA,SP054847,SP054847,"Baitello, JB","1999","53584",NA,NA,auto,NA,NA,NA,NA,"07","30",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"135",2019-11-21 10:07:22-03,IBt,SP,"10559",S,Plantae,NA,NA,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,"Usteri, A",s.n.,"1906","10","28",NA,Brasil,São Paulo,São Paulo,Freguesia do Ó,-46.6300010681152,-23.5400009155273,NA,NA,SP054855,SP054855,"Baitello, JB","1999","53584",NA,NA,auto,NA,NA,NA,NA,"07","30",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"136",2019-11-21 10:07:22-03,IBt,SP,"10560",S,Plantae,NA,NA,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,"Usteri, A",s.n.,"1906","11","25",NA,Brasil,São Paulo,São Paulo,Mandaqui,-46.6300010681152,-23.5400009155273,NA,NA,SP054851,SP054851,"Baitello, JB","2003","53584",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"137",2019-11-21 10:07:22-03,IBt,SP,"258729",S,Plantae,NA,NA,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,"Godoi, JV; et al.","331","1992","10","09",NA,Brasil,São Paulo,São Paulo,"Margem leste do rio Pinheiros, após a Usina de Piratininga, aterro sanitário Santo Amaro",-46.6300010681152,-23.5400009155273,NA,NA,SP054854,SP054854,"Baitello, JB","1999","53584",NA,NA,auto,NA,NA,NA,NA,"07","30",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"138",2019-11-21 10:07:22-03,IBt,SP,"321180",S,Plantae,NA,NA,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,"Hoehne, W","1475","1944","09","19",NA,Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,SP054859,SP054859,"Baitello, JB","1999","53584",NA,NA,auto,NA,NA,NA,NA,"07","30",NA,NA,NA,"35",São Paulo,SP,Sudeste
