X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordNumber,locality,occurrenceRemarks,phylum,order,coordinatePrecision,individualCount,geoFlag,continentOcean,preparationType,infraspecificEpithet,typeStatus,class,relatedCatalogItem,relationshipType,maximumDepthInMeters,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8899993896484,-22.0100002288818,"281",2020-11-19 10:25:05-03,CPAP,CPAP,"17598",PreserverdSpecimen,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Barreto, A. dos S.","1998","02","13",Brasil,SP,São Carlos,-47.8899993896484,-22.0100002288818,NA,NA,NA,NA,NA,NA,V. J. Pott,"1999","02",NA,"01","Rio Monjolinho, 4Km da nascente; após a mata ciliar na fazenda Santa Terezinha",Erva aquática. FLOR: não visto. FRUTO: não visto. INTERESSE: Despoluidora.. FREQUÊNCIA: Frequente. AMBIENTE: Margem de rio que recebe esgoto da cidade. SUBSTRATO: . RELEVO: .,NA,NA,"45913",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"332",2020-12-20 21:19:09-03,UFV,VIC,"50617",PreservedSpecimen,Plantae,Pontedericeae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz et Pav,A.G.G.,"1953","04","24",Brasil,São Paulo,São José dos Campos,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,VIC050617,VIC050617,NA,NA,NA,NA,"50","Varzea, Fazenda Ronda",NA,NA,NA,"39297",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"334",2020-12-20 21:19:09-03,UFV,VIC,"050617",PreservedSpecimen,Plantae,Ponteridaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz et Pav,A.G.G.,NA,NA,NA,Brasil,São José dos Campos,São José dos Campos,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,VIC050617,VIC050617,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,"39297",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.9099998474121,-20.3199996948242,"430",2019-08-20 10:23:29-03,UNICAMP,UEC,"93932",S,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,(Sw.) Kunth,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","1997","01","28",Brazil,São Paulo,Álvares Florence,-49.9099998474121,-20.3199996948242,NA,NA,NA,NA,UEC001151,UEC001151,"Faria, AD","1998","10",NA,97/308,Lago à margem dir. da rodovia de acesso a cidade,NA,Magnoliopsida,NA,"19227",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3400001525879,-24,"431",2019-08-20 10:23:29-03,UNICAMP,UEC,"93930",S,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,(Sw.) Kunth,"Matsumoto, K; Belinello, R; Galvão, JC; Faria, AD","1997","02","25",Brazil,São Paulo,Capão Bonito,-48.3400001525879,-24,NA,NA,NA,NA,UEC001140,UEC001140,"Faria, AD","1997","10",NA,"158","Rodovia sentido Apiaí, Lagoa na margem esquerda da rodovia, Fazenda Takihara, a ca. 8 km de C. Bonito.",Flutuante.,Magnoliopsida,NA,"39505",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.560001373291,-21.2900009155273,"432",2019-08-20 10:23:29-03,UNICAMP,UEC,"93938",S,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,(Sw.) Kunth,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","1996","07","09",Brazil,São Paulo,Monte Castelo,-51.560001373291,-21.2900009155273,NA,NA,NA,NA,UEC001148,UEC001148,"Faria, AD","1996","08",NA,96/90,"Braço do Rio Feio, Lado esquerdo da pista no sentido Nova Independência_ Monte Castelo, Km 159.",NA,Magnoliopsida,NA,"17336",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.0999984741211,-20.6299991607666,"433",2019-08-20 10:23:29-03,UNICAMP,UEC,"93936",S,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,(Sw.) Kunth,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","1996","07","09",Brazil,São Paulo,Pereira Barreto,-51.0999984741211,-20.6299991607666,NA,NA,NA,NA,UEC001146,UEC001146,"Faria, AD","1996","09",NA,96/72,"SP 563, Lago do lado esquerdo da pista no sentido Pereira Barreto_ Andradina, depois da ponte do Rio Tietê.","Pétalas brancas, sendo as pétalas superiores com mancha lilás e mancha amarela dentro da lilás.",Magnoliopsida,NA,"36734",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2400016784668,-21.8199996948242,"434",2019-08-20 10:23:29-03,UNICAMP,UEC,"93937",S,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,(Sw.) Kunth,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","1997","01","17",Brazil,São Paulo,Santa Cruz das Palmeiras,-47.2400016784668,-21.8199996948242,NA,NA,NA,NA,UEC001149,UEC001149,"Faria, AD","1997","02",NA,97/157,"Fazenda Vista Alegre, Brejo, na altura do km 18, sentido Santa Cruz das Palmeiras_ Cachoeira das Emas.",NA,Magnoliopsida,NA,"18665",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.8300018310547,-20.1399993896484,"435",2019-08-20 10:23:29-03,UNICAMP,UEC,"93933",S,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,(Sw.) Kunth,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","1997","01","30",Brazil,São Paulo,Santa Rita D'oeste,-50.8300018310547,-20.1399993896484,NA,NA,NA,NA,UEC001152,UEC001152,"Faria, AD","1997","10",NA,97/335,"Estrada de terra p/ Sta. Clara D'oeste, Próximo do cemitério. Em lagoa.",NA,Magnoliopsida,NA,"19162",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"436",2019-08-20 10:23:29-03,UNICAMP,UEC,"94337",S,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,(Sw.) Kunth,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Barbosa, A; Singer, RB","1997","10",NA,Brazil,São Paulo,Teodoro Sampaio,-52.1599998474121,-22.5300006866455,NA,NA,NA,NA,UEC001144,UEC001144,"Faria, AD","1997","10",NA,97/689,Brejo próximo ao Parque do Instituto Florestal,NA,Magnoliopsida,NA,"54606",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"437",2019-08-20 10:23:29-03,UNICAMP,UEC,"109993",S,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,(Sw.) Kunth,"Pansarin, ER; Belinello, R; Galvão, JC; Faria, AD","2000","01","14",Brazil,São Paulo,Teodoro Sampaio,-52.1599998474121,-22.5300006866455,NA,NA,NA,NA,UEC001139,UEC001139,"Faria, AD","2000","01",NA,"656","Lagoa às margens do Rio, sob a ponte.",NA,Magnoliopsida,NA,"54606",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"438",2019-08-20 10:23:29-03,UNICAMP,UEC,"94333",S,Plantae,Pontederiaceae,Eichhornia,azurea,Eichhornia azurea,(Sw.) Kunth,"Aona, LYS; Belinello, R; Galvão, JC; Singer, RB; Faria, AD","1997","10",NA,Brazil,São Paulo,Teodoro Sampaio,-52.1599998474121,-22.5300006866455,NA,NA,NA,NA,UEC001143,UEC001143,"Faria, AD","1997","10",NA,97/246,"Teodoro Sampaio/Planalto, ~Km 4.",NA,Magnoliopsida,NA,"54606",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.400278,-24.643333,"439",2019-08-20 10:23:29-03,UNICAMP,UEC,"142755",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Oriani, A; Souza, VC; Muniz, MRA; Miachir, JIN; Carvalho, MLS; Korman, V","2005","03","22",Brazil,São Paulo,Eldorado,-48.400278,-24.643333,"-48.400278","-24.643333","400","400",UEC034056,UEC034056,NA,NA,NA,NA,"514","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha do Rolado. Floresta Ombrófila Densa Baixo Montana Ribeirinha. Degradada com afloramento de calcário.","Erva; flores brancas e estames amarelo escuro.",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.787417,-22.618472,"440",2019-08-20 10:23:29-03,UNICAMP,UEC,"100898",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Barreto, KD; Fernandes, GD; Vitti, FX","1994","01","07",Brazil,São Paulo,Piracicaba,-47.787417,-22.618472,"-47.787417","-22.618472",NA,NA,UEC034049,UEC034049,"Faria, AD","1998","10",NA,"1743","Usina Costa Pinto., Brejo.","Erva, 10 cm alt.; flores lilases.",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.214333,-22.811667,"441",2019-08-20 10:23:29-03,UNICAMP,UEC,"100900",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Barreto, KD; Fernandes, GD; Fernandes, RD","1995","01","06",Brazil,São Paulo,Anhembi,-48.214333,-22.811667,"-48.214333","-22.811667",NA,NA,UEC034050,UEC034050,"Faria, AD","1998","10",NA,"3477",Sítio Barreirinho,"Erva aquática, 20 cm alt.; flores alvas.",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.166667,-22.8,"442",2019-08-20 10:23:29-03,UNICAMP,UEC,"93849",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Amaral, MCE; Bittrich, V","1994","12","09",Brazil,São Paulo,São Pedro do Turvo,-50.166667,-22.8,"-50.166667","-22.8",NA,NA,UEC034043,UEC034043,"Faria, AD","1998","10",NA,94/48,"Desvio em estrada de terra ca. 3,5 km. Área alagada.",Planta estéril.,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.333333,-22.766667,"446",2019-08-20 10:23:29-03,UNICAMP,UEC,"93950",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Faria, AD","1996","03","02",Brazil,São Paulo,Americana,-47.333333,-22.766667,"-47.333333","-22.766667",NA,NA,UEC034035,UEC034035,"Faria, AD","1997","10",NA,96/16,Praia Azul.,Floresceu em casa de vegetação em 09/96.,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.65,-21.733333,"447",2019-08-20 10:23:29-03,UNICAMP,UEC,"93962",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","1997","01","13",Brazil,São Paulo,Santa Rita do Passa Quatro,-47.65,-21.733333,"-47.65","-21.733333",NA,NA,UEC034038,UEC034038,"Faria, AD","1998","10",NA,97/20,"Rod. Anhanguera, Km 239, Sítio Aubiri, à beira de lago.",NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.333333,-22.766667,"448",2019-08-20 10:23:29-03,UNICAMP,UEC,"93971",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Faria, AD; Antonio, JC","1995","06","03",Brazil,São Paulo,Americana,-47.333333,-22.766667,"-47.333333","-22.766667",NA,NA,UEC034062,UEC034062,"Faria, AD","1998","10",NA,95/19,"Estrada Americana-Nova Odessa, Brejo no lado esquerdo da estrada sentido Americana-Nova Odessa, próximo a SP 304.",Flores brancas.,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.077222,-24.335278,"449",2019-08-20 10:23:29-03,UNICAMP,UEC,"93977",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Faria, AD; Belinello, R; Galvão, JC; Matsumoto, K","1997","02","25",Brazil,São Paulo,Apiaí,-49.077222,-24.335278,"-49.077222","-24.335278",NA,NA,UEC034052,UEC034052,"Faria, AD","1998","10",NA,97/385,"Estrada de terra Apiaí - Ribeirão Branco, A ca. 4 km da cidade.",NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5800018310547,-20.7299995422363,"454",2019-08-20 10:23:29-03,UNICAMP,UEC,"93966",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","1997","01","30",Brazil,São Paulo,Bálsamo,-49.5800018310547,-20.7299995422363,NA,NA,NA,NA,UEC034041,UEC034041,"Faria, AD","1998","10",NA,97/350,Estrada sentido Bálsamo-Mirassolândia,Flores lilazes.,Magnoliopsida,NA,"13098",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"455",2019-08-20 10:23:29-03,UNICAMP,UEC,NA,S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Andrade, PRP","1995","10","12",Brazil,São Paulo,Campinas,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,UEC034048,UEC034048,"Andrade, PRP","1995","10",NA,"54",Lagoa do Parque do Jambeiro.,"Erva com cerca de 10 cm de altura; material coletado estéril.",Magnoliopsida,NA,"23900",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"456",2019-08-20 10:23:29-03,UNICAMP,UEC,"106614",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Andrade, PRP","1995","10","12",Brazil,São Paulo,Campinas,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,UEC034059,UEC034059,"Andrade, PRP","1995","10",NA,"54",Lagoa do Parque do Jambeiro.,"Erva com cerca de 10 cm de altura; material coletado estéril.",Magnoliopsida,NA,"23900",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1699981689453,-21.2800006866455,"457",2019-08-20 10:23:29-03,UNICAMP,UEC,"93972",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Faria, AD; Belinello, R; Aona, LYS; Matsumoto, K; Pansarin, ER; Feres, FR","1997","01","23",Brazil,São Paulo,Cássia dos Coqueiros,-47.1699981689453,-21.2800006866455,NA,NA,NA,NA,NA,NA,"Faria, AD","1997","02",NA,"97243",Estrada de terra S.B. Areias-Cassia dos Coqueiros,NA,Magnoliopsida,NA,"13265",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.5299987792969,-21.4799995422363,"458",2021-03-01 16:38:25-03,UNICAMP,UEC,"162095",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Bernacci, LC; Moreira, JLA; Belinello, R; Camargo, O; Andrade, PRP","1995","09","07",Brazil,São Paulo,Dracena,-51.5299987792969,-21.4799995422363,NA,NA,NA,NA,UEC024683,UEC024683,"Sousa, DJL","2013","12","05","2124",Margem do Rio do Peixe.,"Erva crescendo ao nível do solo e enraizando frequentemente, flores azul-arroxeadas.; Floresta Ripária.",Magnoliopsida,NA,"23670",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.4000015258789,-22.4099998474121,"459",2019-08-20 10:23:29-03,UNICAMP,UEC,"93955",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","1996","07","12",Brazil,São Paulo,Duartina,-49.4000015258789,-22.4099998474121,NA,NA,NA,NA,UEC034055,UEC034055,"Faria, AD","1996","08",NA,96/208,"Brejos do sítio Alvorada, Situado do lado direito da Rodovia Comandante João Ribeiro de Barros (SP 294), sentido Marília_ Bauru.",NA,Magnoliopsida,NA,"13292",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4000015258789,-20.2800006866455,"460",2019-08-20 10:23:29-03,UNICAMP,UEC,"93850",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Aona, LYS; Faria, AD; Matsumoto, K; Galvão, JC; Belinello, R","1997","01","30",Brazil,São Paulo,Estrela d'Oeste,-50.4000015258789,-20.2800006866455,NA,NA,NA,NA,UEC024680,UEC024680,"Faria, AD","1997","10",NA,97/167,"SP 320, Lago localizado na Fazenda Santo Antônio que fica do lado direito da pista no sentido Estrela D'Oeste - Jales.",NA,Magnoliopsida,NA,"19580",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7400016784668,-20.0300006866455,"461",2019-08-20 10:23:29-03,UNICAMP,UEC,"93976",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","1997","01","15",Brazil,São Paulo,Igarapava,-47.7400016784668,-20.0300006866455,NA,NA,NA,NA,NA,NA,"Faria, AD","1998","10",NA,"97102","fazenda flor das frutas., Lagoa localizada na Fazenda, lado direito da pista no sentido Iguarapava_Rifaina, na altura do Km 16.",NA,Magnoliopsida,NA,"23637",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"462",2019-08-20 10:23:29-03,UNICAMP,UEC,"17423",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Gibbs, PE; Leitão Filho, HF",NA,NA,NA,Brazil,São Paulo,Mogi Guaçu,-46.9421997070312,-22.372200012207,NA,NA,NA,NA,UEC034046,UEC034046,"Horn, CN","1984",NA,NA,s.n.,"Estação experimental de Mogi Guaçu, Fazenda Campininha. 25 km NW de Mogi Guaçú.","Herbácea de flores brancas; nativa a beira de riacho.",Magnoliopsida,NA,"39309",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.7000007629395,-21.4799995422363,"463",2019-08-20 10:23:29-03,UNICAMP,UEC,"93958",S,Plantae,Pontederiaceae,Heteranthera,reniformis,Heteranthera reniformis,Ruiz & Pav.,"Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","1996","07","10",Brazil,São Paulo,Ouro Verde,-51.7000007629395,-21.4799995422363,NA,NA,NA,NA,UEC034040,UEC034040,"Faria, AD","1996","08",NA,96/122,"SP 563, km 113, Perto da ponte sobre o Rio do Peixe (Ponte Nova).",Pétalas lilases.,Magnoliopsida,NA,"17733",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
