X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,typeStatus,recordedBy,recordNumber,stateProvince,locality,phylum,order,scientificNameAuthorship,identifiedBy,year,month,day,county,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,infraspecificEpithet,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"109",2020-11-04 11:19:37-03,ESALQ,ESA,"125890",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brasil,NA,NA,NA,ESA125890,NA,"Zipparro, V.B.","2420.0",São Paulo,NA,Magnoliophyta,NA,NA,NA,"1905","06","30",Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"110",2020-11-04 11:19:37-03,ESALQ,ESA,"114815",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brasil,NA,NA,NA,ESA114815,NA,"Campos, M.C.R.","827.0",São Paulo,NA,Magnoliophyta,NA,NA,NA,"2006","07","17",Ubatuba,-45.0699996948242,-23.4300003051758,ESA114815,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"111",2020-11-04 11:19:37-03,ESALQ,ESA,"51591",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brasil,NA,NA,NA,ESA051591,NA,"Borges, A.",NA,São Paulo,Ilha do Cardoso,Magnoliophyta,NA,NA,"Borges, A.","2005","04","03",Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"112",2020-11-04 11:19:37-03,ESALQ,ESA,"29523",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brasil,NA,NA,"Árvore com 8 metros, presença de látex branco.",ESA029523,NA,"Ivanauskas, N.M. et al.","1078.0",São Paulo,"Parque Estadual da Serra do Mar, Cachoeira do Sítio Urucurana. Trilha do escorrega, às margens do Rio Una. . Floresta Ombrófila densa de Encosta. Interior de mata.",Magnoliophyta,NA,Mart.,"Ivanauskas, N.M.","1996","01","24",Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,"130","130","17990",auto,NA,NA,"-45,704,867","-23,711,944",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"113",2020-11-04 11:19:37-03,ESALQ,ESA,"29658",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brasil,NA,NA,"Árvore com 7 m, flores branco-esverdeados, cálice ocre, presença de látex, beira de rio.",ESA029658,NA,"Ivanauskas, N.M.",NA,São Paulo,"Praia Barra do Una/Boracéia, estrada de acesso da Fazenda Águas do Bento. Interior de Floresta de Restinga",Magnoliophyta,NA,Mart.,"Ivanauskas, N.M.","1995","02","16",Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,"30","30","17990",auto,NA,NA,"-45,766,944","-23,731,667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"114",2020-11-04 11:19:37-03,ESALQ,ESA,"129017",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brasil,NA,NA,"Árvore, 7m",ESA129017,NA,"Colletta, G.D.","1433.0",São Paulo,"Reserva CBA, Represa",Magnoliophyta,NA,NA,"Colletta, G.D. et al.","2014","04","16",Tapiraí,-47.5,-23.9599990844727,NA,NA,NA,"41034",auto,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"116",2020-11-04 11:19:37-03,ESALQ,ESA,"128159",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brasil,NA,NA,Regenerante.,ESA128159,NA,"Kuntz, J.","957.0",São Paulo,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha Casa de Pedra.",Magnoliophyta,NA,NA,"Souza, V.C.","2013","03","28",Tapiraí,-47.5,-23.9599990844727,ESA128159,NA,NA,"41034",auto,"2013","09",NA,NA,"11",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"117",2020-11-04 11:19:37-03,ESALQ,ESA,"128160",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brasil,NA,NA,"Arbusto ca. 4 m alt., com látex branco. Botões florais verde-amarelados e flores amarelas.",ESA128160,NA,"Kuntz, J.","1016.0",São Paulo,"Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Alecrim trilha da Chaminé",Magnoliophyta,NA,NA,"Souza, V.C.","2013","04","01",Tapiraí,-47.5,-23.9599990844727,ESA128160,"269","269","41034",auto,"2013","04",NA,NA,"04",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"118",2020-11-04 11:19:37-03,ESALQ,ESA,"52156",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brasil,NA,NA,em borda de clareira grande com bambu,ESA052156,NA,"Lima, R.A.F.","324.0",São Paulo,trilha de acesso à Parcela permanente - Parque Estadual de Carlos Botelho,Magnoliophyta,NA,Mart.,NA,NA,NA,NA,Sete Barras,-47.9199981689453,-24.3799991607666,NA,"400","400","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.06,-23.93,"120",2015-07-02 14:04:14-03,JBP,HPL,"11040",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brasil,NA,NA,NA,NA,NA,R.T. Polisel,"22",SP,"Coletado no Sítio Canoar, bairro dos Carmos; em área de mata ciliar (S 23° 58' 0; W 47° 06' 00, 700m).",NA,NA,Mart.,G.A.D.C. Franco,"2006","04","06",Juquitiba,-47.06,-23.93,NA,NA,NA,"24559",auto,"2006","04",NA,NA,"01",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.39,-23.96,"121",2015-07-02 14:04:14-03,JBP,HPL,"12021",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brasil,NA,NA,NA,NA,NA,J.A. Pastore & C. Moura,"969",SP,"Coletado no Parque Estadual Xixová-Japuí, estrada de acesso à região de Paranapuã, em barranco frente ao mar. 23° 58' 37 - 24° 02' 06 lat. S e 46° 22' 19 - 46° 24' 42 long. W.",NA,NA,Mart.,J.A. Pastore,"2001","02","16",São Vicente,-46.39,-23.96,NA,NA,NA,"25482",auto,"2001","02",NA,NA,"19",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"123",2019-08-27 13:28:50-03,IAP,PACA-AGP,"108794",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brasil,NA,NA,"HRCB Habitat: mata de encosta, Trilha do Corisco",PACA108794,NA,A. Takahasi,"282",SP,NA,Magnoliophyta,Ebenales,Mart.,NA,"1996","03","30",Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,Magnoliatae,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"134",2020-12-20 21:19:25-03,UFV,VIC,"007465",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brasil,NA,NA,"Árvore de 5-6 m, flores esverdeadas.",VIC007465,NA,"Leitão, H.F.; et al.","172",São Paulo,Estação Experimental de Ubatuba,NA,NA,(Mart. & Eichler) Engl.,NA,"1979","08","06",Ubatuba,-45.0699996948242,-23.4300003051758,VIC007465,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"138",2019-11-21 14:45:03-03,UFJF,CESJ,"44490",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,América do Sul,Brasil,NA,NA,Árvore de 10m. Látex branco. Fruto jovem avermelhado.,CESJ044490,NA,"R.Farias; S.G. Rolim; V.L.C.R. Uliana","708",São Paulo,"Parque Estadual de Carlos Botelho, Núcleo Sete Bar, Trilha da figueira. Borda de floresta ombrófila densa baixo montana, a 112m de altitude. 24°03'23S; 47°59'35W.",Angiosperma,NA,Mart.,N.M.Ivanauskas,"2002","04","23",Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0415,-23.2603,"139",2019-11-27 13:52:54-03,UFS,ASE,"28054",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,Southern America,Brasil,NA,NA,"Árvore de 7m de altura, botões e flores de cor creme-esverdeada, latescente.",ASE0032348,NA,"Pedroni, F; Sanchez, M","31256",São Paulo,"Nucleo Picinguaba, Margens do Rio da Fazenda",Magnoliophyta,NA,Mart.,NA,"1992","07","04",Ubatuba,-45.0415,-23.2603,ASE0032348,NA,NA,NA,NA,NA,NA,"-45.0415","-23.2603",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.816944,-23.301667,"140",2021-03-01 16:41:05-03,UNICAMP,UEC,"174809",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore 806 com 8m de altura, com botões e flores.; Mata Atlântica de Encosta.",UEC030422,NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1804",São Paulo,Picinguaba.,Magnoliopsida,NA,Mart.,"Sanchez, M","1997","05","29",Ubatuba,-44.816944,-23.301667,UEC030422,"600","600",NA,NA,NA,NA,"-44.816944","-23.301667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.783333,-24.666667,"143",2021-03-01 16:41:05-03,UNICAMP,UEC,"107957",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore 7m altura, latescente, flores cremes.; Floresta Ombrófila Densa.",UEC081971,NA,"Sztutman, M; Brito, MCC; Cezare, CHG; Santos, JD; Santos, MJC; Felipim, AP","135",São Paulo,"Parque estadual de Pariquera- Abaixo (PEPA). Floresta de Caxeta acessado pela rodovia PAriquera-Iguape, no sítio do Sr. Dário, no lado sul do PEPA, na margem do ribeirão (condição aluvial)",Magnoliopsida,NA,Mart.,Equipe da disciplina Tx. de c,"1999","01","07",Pariquera-Açu,-47.783333,-24.666667,UEC081971,NA,NA,NA,NA,NA,NA,"-47.783333","-24.666667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.824417,-24.041111,"144",2021-03-01 16:41:05-03,UNICAMP,UEC,"121545",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Arvoreta ca. 3m de alt. flores passadas creme.; Floresta Ombrófila Densa Baixomontana.",UEC042708,NA,"Farah, FT; Aguiar, S; Breier, TB; Rodrigues, RR; Souza, VC; Tamashiro, JY","2315",São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. No emtorno do Vale do Rios Mambu e dos Macacos.",Magnoliopsida,NA,Mart.,NA,"2001","04","17",Itanhaém,-46.824417,-24.041111,UEC042708,"30","180",NA,NA,NA,NA,"-46.824417","-24.041111",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.127222,-24.991944,"146",2021-03-01 16:41:05-03,UNICAMP,UEC,"143864",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore com 5m.; Floresta Ombrófila Densa Baixo Montanha muito degradada.",UEC021080,NA,"Braidotti, JC; Foresto, EB; Lopes, LE; Rodrigues, MEF; Dias, P; et al.","99",São Paulo,"Distrito de Itapitangui. Parque Estadual de Jacupiaranga, Núcleo do cedro. Trilha do Rio de Minas, Sítio Paraíso das Minas.",Magnoliopsida,NA,Mart.,"Rodrigues, RR; Souza, VC","2005","03","26",Cananéia,-48.127222,-24.991944,UEC021080,NA,NA,NA,NA,NA,NA,"-48.127222","-24.991944",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.068333,-23.325,"149",2021-03-01 16:41:05-03,UNICAMP,UEC,"166759",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"K0090 Árvore, ca. 8 m, sem flores ou frutos. Abundância: 1 ind ha-1.",UEC039925,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","84",São Paulo,"PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.",Magnoliopsida,NA,Mart.,"Tamashiro, JY","2008",NA,NA,São Luiz do Paraitinga,-45.068333,-23.325,UEC039925,"1072","1093",NA,NA,"2009",NA,"-45.068333","-23.325",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.931944,-24.885278,"150",2021-03-01 16:41:05-03,UNICAMP,UEC,"149938",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,Arvoreta de 2m de altura,UEC042716,NA,"Urbanetz, C","378",São Paulo,"Km 31 da rodovia SP-226, Fazenda Folha Larga.",Magnoliopsida,NA,Mart.,"Ribeiro, JELS","2004","04","27",Cananéia,-47.931944,-24.885278,UEC042716,NA,NA,NA,NA,NA,NA,"-47.931944","-24.885278",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.931944,-24.885278,"151",2021-03-01 16:41:05-03,UNICAMP,UEC,"149948",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,Arvoreta de 4m de altura.,UEC042718,NA,"Urbanetz, C","283",São Paulo,"Km 31 da rodovia SP-226, Fazenda Folha Larga.",Magnoliopsida,NA,Mart.,"Ribeiro, JELS","2003","12","17",Cananéia,-47.931944,-24.885278,UEC042718,NA,NA,NA,NA,NA,NA,"-47.931944","-24.885278",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.503333,-23.619722,"152",2021-03-01 16:41:05-03,UNICAMP,UEC,"161044",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore com 10m. com frutos esverdeados.; Mata Atlântica.",UEC042712,NA,"Stefani, EJF; Belinello, R; Gavão, J",s.n.,São Paulo,Parque Estadual da Serra do Mar.,Magnoliopsida,NA,Mart.,"Stefani, EJF","2010","05","28",Caraguatatuba,-45.503333,-23.619722,UEC042712,NA,NA,NA,NA,"2010","12","-45.503333","-23.619722",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.533611,-23.585278,"153",2021-03-01 16:41:05-03,UNICAMP,UEC,"167048",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore com 17m.; Mata Atlântica.",UEC042709,NA,"Stefani, EJF; Belinello, R; Galvão, J",s.n.,São Paulo,Parque Estadual da Serra do Mar.,Magnoliopsida,NA,Mart.,"Stefani, EJF","2011","06","30",Paraíbuna,-45.533611,-23.585278,UEC042709,"800","900",NA,NA,"2011","10","-45.533611","-23.585278",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.084167,-23.366667,"154",2021-03-01 16:41:05-03,UNICAMP,UEC,"170038",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,Indivíduo J142 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.,UEC041710,NA,"Rochelle, ALC",J142,São Paulo,"Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",Magnoliopsida,NA,Mart.,"Rochelle, ALC",NA,NA,NA,Ubatuba,-45.084167,-23.366667,UEC041710,"450","450",NA,NA,"2008","03","-45.084167","-23.366667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"155",2021-03-01 16:41:05-03,UNICAMP,UEC,"174808",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore 241 com 8m de altura, vegetativo.; Mata Atlântica de encosta",UEC030420,NA,"Sanchez, M; Pedroni, F","990",São Paulo,Próxima à trilha do corisco.,Magnoliopsida,NA,Mart.,"Sanchez, M","1996","12","06",Ubatuba,-44.8,-23.366667,UEC030420,"120","120",NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.816944,-23.301667,"156",2021-03-01 16:41:05-03,UNICAMP,UEC,"174810",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore 806 com 8m de altura, com botões e flores.; Mata Atlântica de Encosta.",UEC072736,NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1804",São Paulo,Picinguaba.,Magnoliopsida,NA,Mart.,"Sanchez, M","1997","05","29",Ubatuba,-44.816944,-23.301667,UEC072736,"600","600",NA,NA,NA,NA,"-44.816944","-23.301667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.816944,-23.301667,"157",2021-03-01 16:41:05-03,UNICAMP,UEC,"174811",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore 806 com 8m de altura, com botões e flores.; Mata Atlântica de Encosta.",UEC030419,NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1804",São Paulo,Picinguaba.,Magnoliopsida,NA,Mart.,"Sanchez, M","1997","05","29",Ubatuba,-44.816944,-23.301667,UEC030419,"600","600",NA,NA,NA,NA,"-44.816944","-23.301667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.812222,-23.311111,"158",2021-03-01 16:41:05-03,UNICAMP,UEC,"174849",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore 83 com 9m de altura, com botões.; Mata Atlântica de Encosta, Morro do Corisco.",UEC072654,NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1499",São Paulo,Picinguaba,Magnoliopsida,NA,Mart.,"Lima, RGVN","1997","02","04",Ubatuba,-44.812222,-23.311111,UEC072654,NA,NA,NA,NA,"2017","11","-44.812222","-23.311111","09",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.816944,-23.3025,"159",2021-03-01 16:41:05-03,UNICAMP,UEC,"174850",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore 875, com botões.; Mata Atlântica de Encosta, Morro do Corisco.",UEC072651,NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1805",São Paulo,Picinguaba,Magnoliopsida,NA,Mart.,"Sanchez, M","1997","05","29",Ubatuba,-44.816944,-23.3025,UEC072651,NA,NA,NA,NA,NA,NA,"-44.816944","-23.3025",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"160",2021-03-01 16:41:05-03,UNICAMP,UEC,"187256",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,Material com botões.,UEC116774,NA,"Campo, N; Alves, LF","731",São Paulo,"Brasil: São Paulo, Ubatuba, Núcleo Picinguaba, Casa da Farinha (Trilha do Corisco).",Magnoliopsida,NA,Mart.,"Sanchez, M","1997","03","17",Ubatuba,-44.8,-23.366667,UEC116774,"100","100",NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.940069,-24.284858,"161",2021-03-01 16:41:05-03,UNICAMP,UEC,"179779",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore 14m, botões esverdeados.",UEC021059,NA,"Virillo, CB; Caramez, RB; Florido, FG; Costa, MFB; Sousa, VC; et al.","69",São Paulo,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha Casa de Pedra.",Magnoliopsida,NA,Mart.,"Lima, RGVN","2013","03","28",Tapiraí,-47.940069,-24.284858,UEC021059,"45","45",NA,NA,"2017","11","-47.940069","-24.284858","09",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.294444,-24.010833,"163",2021-03-01 16:41:05-03,UNICAMP,UEC,"180541",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore de 7m. Com flor.; Floresta Ombrófila Densa, à margem esquerda do Rio Juquiá.",UEC047952,NA,"Cabral, FN; Potascheff, CM; Liboni, AP; Fagundes, IC; Sousa, VC; et al.","888",São Paulo,"Trilha do Chagas, UHE da Fumaça.",Magnoliopsida,NA,Mart.,"Souza, VC","2013","03","30",Tapiraí,-47.294444,-24.010833,UEC047952,NA,NA,NA,NA,"2013","04","-47.294444","-24.010833","04",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.116667,-23.416667,"165",2019-08-20 10:26:08-03,UNICAMP,UEC,"68340",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,NA,UEC042711,NA,"Queiroz, JM",et al30141,São Paulo,Estação experimental do I.A.C,Magnoliopsida,NA,Mart.,NA,"1993","11","12",Ubatuba,-45.116667,-23.416667,UEC042711,NA,NA,NA,NA,NA,NA,"-45.116667","-23.416667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"170",2021-03-01 16:41:05-03,UNICAMP,UEC,"14952",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,Arvore de 3-4m.Flores brancas- esverdeadas. Cálice ferrugíneo,UEC146535,NA,"Leitão Filho, HF; et al.","10770",São Paulo,Ilha do Cardoso,Magnoliopsida,NA,Mart.,"Carneiro, CE","1979","12","11",Cananéia,-47.9199981689453,-25.0100002288818,UEC146535,NA,NA,"37574",auto,"2017","03",NA,NA,"11",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"171",2021-03-01 16:41:05-03,UNICAMP,UEC,"14953",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"árvore de 8m, flores creme-esverdeadas",UEC149698,NA,"Leitão Filho, HF; et al.","10787",São Paulo,Ilha do Cardoso,Magnoliopsida,NA,Mart.,"Carneiro, CE","1979","12","11",Cananéia,-47.9199981689453,-25.0100002288818,UEC149698,NA,NA,"37574",auto,"2017","03",NA,NA,"11",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"172",2021-03-01 16:41:05-03,UNICAMP,UEC,"50155",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore até 6m, flores com pétalas creme.",UEC042703,NA,"Leitão Filho, HF; Pagano, SN; Timoni, JL","20781",São Paulo,Mata preservadado vale do Rio Pilões.,Magnoliopsida,NA,Mart.,"Lima, RGVN","1988","02","03",Cubatão,-46.4199981689453,-23.8899993896484,UEC042703,NA,NA,"15123",auto,"2017","11",NA,NA,"09",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"173",2021-03-01 16:41:05-03,UNICAMP,UEC,"107456",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,Árvore de 6m. Latescente. Botões creme.,UEC081959,NA,"Sampaio, D; Maltez, HM; Silva, C; Almeida, A; Silva, MMR","44",São Paulo,"Estação Ecológica de Chauás, Trilha de acesso pelosítio do Sr. João Caçador, no Km 78 da Rodovia Pariquera-Iguape.",Magnoliopsida,NA,Mart.,"Tamashiro, JY","1999","01","06",Iguape,-47.5499992370605,-24.7000007629395,UEC081959,NA,NA,"55628",auto,"1999","01",NA,NA,"06",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"174",2021-03-01 16:41:05-03,UNICAMP,UEC,"34260",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore 4m, flores creme.; Mangue.",UEC042762,NA,"Figueiredo, N; Rodrigues, RR","14406",São Paulo,"São Paulo, Mun. Iguape, Est. Ecológica de Juréia",Magnoliopsida,NA,Mart.,NA,"1983","01","16",Iguape,-47.5499992370605,-24.7000007629395,UEC042762,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"175",2021-03-01 16:41:05-03,UNICAMP,UEC,"33888",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,"Árvore 5m, beira de riacho, flores creme.",UEC042761,NA,"Figueiredo, N; Rodrigues, RR","14379",São Paulo,"São Paulo, Mun. Iguape, Est. Ecológica de Juréia",Magnoliopsida,NA,Mart.,NA,"1983","01","16",Iguape,-47.5499992370605,-24.7000007629395,UEC042761,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"176",2021-03-01 16:41:05-03,UNICAMP,UEC,"14951",S,Plantae,Sapotaceae,Chrysophyllum,flexuosum,Chrysophyllum flexuosum,NA,Brazil,NA,NA,Árvore com 5-6m de altura. Flores esverdeadas.,UEC042758,NA,"Leitão Filho, HF; Yamamoto, K; Silva, AF","10235",São Paulo,Estação experimental de Ubatuba.,Magnoliopsida,NA,Mart.,"Lima, RGVN","1979","08","06",Ubatuba,-45.0699996948242,-23.4300003051758,UEC042758,NA,NA,"34265",auto,"2017","11",NA,NA,"09",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
