X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,geoFlag,identifiedBy,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,class,individualCount,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-52.1599998474121,-22.5300006866455,"44",2021-03-04 15:46:32-03,IF,SPSF,"09366",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,NA,J.B.Baitello & O.T. Aguiar,"134","1985","08","14",América do Sul,Brasil,SP,Teodoro Sampaio,"P.E.Morro do Diabo,",-52.1599998474121,-22.5300006866455,"54606",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.533333,-19.916667,"45",2021-03-04 15:46:32-03,IF,SPSF,"20266",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,(Spreng.) Müll.Arg.,V.Stranghetti,"263","1994","01","18",América do Sul,Brasil,SP,Paulo de Faria,E.Ecol.Instituto Florestal,-49.533333,-19.916667,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Interior de mata&nf;Arbusto 3m, frutos.;",NA,NA,NA,A.C.Pscheidt,"2010","10","28",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.533333,-19.916667,"46",2021-03-04 15:46:32-03,IF,SPSF,"20268",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,(Spreng.) Müll.Arg.,V.Stranghetti,"432","1994","11","14",América do Sul,Brasil,SP,Paulo de Faria,E.Ecol.Instituto Florestal,-49.533333,-19.916667,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Interior de mata ciliar&nf;Arbusto 2m altura; frutos imaturos.;",NA,NA,NA,A.C.Pscheidt,"2010","10","28",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.343889,-22.7925,"47",2021-03-04 15:46:32-03,IF,SPSF,"42265",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,Radlk.,R.T. Polisel & N.M.Ivanauskas & R.P.S.Lattore & E.Rocha,"595","2008","03","28",América do Sul,Brasil,RJ,Paraty,Serra da Bocaina,-44.343889,-22.7925,NA,"1146","1146",NA,"COLETA: Árvore de 7 m de altura. Flores creme.; GEOGRAFIA: Na porção conhecida como sertão do Barbosa, na beira da estrada.;",NA,NA,NA,N.M.Ivanauskas,"2017","12","01",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.769722,-23.523333,"48",2021-03-04 15:46:32-03,IF,SPSF,"38219",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,(Spreng.) Müll.Arg.,R.Cielo-Filho & J. A. Pastore & O.T. Aguiar & C.R.Lima & D.F.Bueno,"504","2006","08","01",América do Sul,Brasil,SP,Paranapanema,Estação Ecológica de Paranapanema,-48.769722,-23.523333,NA,NA,NA,NA,"COLETA: Arvoreta 1m, inflorescência terminal cor creme.; GEOGRAFIA: Trilha 1.;",NA,NA,NA,R.Cielo-Filho,"2007","04","09",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.784167,-23.540556,"49",2021-03-04 15:46:32-03,IF,SPSF,"38663",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,(Spreng.) Müll.Arg.,C. R. Lima & O. T. Aguiar & J. B. Baitello,"29","2007","08","30",América do Sul,Brasil,SP,Paranapanema,Estação Ecológica de Paranapanema,-48.784167,-23.540556,NA,"630","630",NA,"COLETA: Frutos verdes.; GEOGRAFIA: Trilha 4.;",NA,NA,NA,R.Cielo-Filho,"2007","10","30",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.079444,-22.238889,"50",2021-03-04 15:46:32-03,IF,SPSF,"39886",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,(Spreng.) Müll.Arg.,F.M de Souza & N.M.Ivanauskas & N. Guerin & A.Dário & D.Souza,"976","2007","11","28",América do Sul,Brasil,SP,Bauru,Estação Ecológica de Bauru,-49.079444,-22.238889,NA,"495","495",NA,"COLETA: Floresta Estacional Semidecidual&nf;Árvore 2m, frutos imaturos verdes.; GEOGRAFIA: Área próxima ao experimento de peroba.;",NA,NA,NA,G.A.D.C. Franco,"2008","01","11",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.065278,-24.067222,"51",2021-03-04 15:46:32-03,IF,SPSF,"40555",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,(Spreng.) Müll.Arg.,R.Cielo-Filho & J.B.Baitello & C.R.Lima,"765","2008","08","28",América do Sul,Brasil,SP,Itapeva,Estação Experimental,-49.065278,-24.067222,NA,"700","700",NA,"COLETA: Árvore 3 m, inflorescências amarelas.; GEOGRAFIA: trilha do rio Pirituba;",NA,NA,NA,R.Cielo-Filho,"2008","09","01",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.366667,-22.806667,"52",2021-03-04 15:46:32-03,IF,SPSF,"42470",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,Radlk.,R.T. Polisel & N.M.Ivanauskas & R.Esteves,"907","2008","11","21",América do Sul,Brasil,SP,Bananal,Estação Ecológica de Bananal,-44.366667,-22.806667,NA,"1115","1115",NA,"COLETA: Árvore de 7 m de altura. Frutos pretos com arilo amarelo.; GEOGRAFIA: Na estrada para a unidade.;",NA,NA,NA,N.M.Ivanauskas,"2017","12","01",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.366667,-22.806667,"53",2021-03-04 15:46:32-03,IF,SPSF,"42492",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,Radlk.,R.T.Polisel & N.M.Ivanauskas & R.L.R.Santos,"984","2008","10","28",América do Sul,Brasil,SP,Bananal,Estação Ecológica de Bananal,-44.366667,-22.806667,NA,"1115","1115",NA,"COLETA: Árvore de 8 m de altura. Frutos pretos e arilo alaranjado.; GEOGRAFIA: Na estrada para a sede.;",NA,NA,NA,N.M.Ivanauskas,"2017","12","01",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.067222,-24.053056,"54",2021-03-04 15:46:32-03,IF,SPSF,"42666",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,(Spreng.) Müll.Arg.,O.T. Aguiar & R.Cielo-Filho & J.B.Baitello,"1297","2009","09","22",América do Sul,Brasil,SP,Itapeva,Estação Experimental,-49.067222,-24.053056,NA,NA,NA,NA,"COLETA: Árvore 3m, fruto jovem.; GEOGRAFIA: Trilha do Poço da Peroba - Floresta;",NA,NA,NA,N.O.Costa,"2009","10","23",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"55",2021-03-04 15:46:32-03,IF,SPSF,"24050",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,NA,S.A.Nicolau,"189","1991","07","26",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,"55628",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"56",2021-03-04 15:46:32-03,IF,SPSF,"24053",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,NA,M.A.Carvalhaes,"58","1991","07","26",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,"55628",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"57",2021-03-04 15:46:32-03,IF,SPSF,"24078",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,NA,M.C.H.Mamede,"401","1991","03","19",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,"55628",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"58",2021-03-04 15:46:32-03,IF,SPSF,"24079",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,NA,I.Cordeiro,"696","1990","09","19",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,"55628",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de encosta&nf;;",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"59",2021-03-04 15:46:32-03,IF,SPSF,"41338",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,(Spreng.) Müll.Arg.,I.Cordeiro & J.Jardim & C.F.Oliveira & A.Rapini,"1572","1995","08","16",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,"55628",NA,NA,NA,"COLETA: Mata Ombrófila Densa de Encosta&nf;Arbusto até 2m, flores pistiladas verdes, estiletes amarelados e frutos imaturos verdes.; GEOGRAFIA: Guarauzinho, junto ao alojamento da Secretaria do Meio Ambiente.;",NA,NA,auto,I.Cordeiro,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"60",2021-03-04 15:46:32-03,IF,SPSF,"24051",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,NA,I.Cordeiro,"1572","1995","08","16",América do Sul,Brasil,SP,Itanhaém,Estação Ecológica Juréia-Itatins,-46.7799987792969,-24.1800003051758,"26998",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila densa de encosta&nf;;",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"61",2021-03-04 15:46:32-03,IF,SPSF,"37280",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,NA,NM. Ivanauskas & M.T.Z.Toniato & R.T. Polisel & D.Souza & K. Pisciota & C.O.da Silva & N.O.da Silva,"6229","2006","09","05",América do Sul,Brasil,SP,Sete Barras,"PECB, trilha da figueira",-47.9199981689453,-24.3799991607666,"34059","86","86",NA,"COLETA: XLS: SPSFNovo; árvore, 8m alt., fruto imaturo verde; GEOGRAFIA: Trilha da Figueira 5&nf;UTM: X=199732 Y=7319730 ZONA=23J;",NA,NA,auto,G.A.D.C. Franco,"2006","10","31",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"62",2021-03-04 15:46:32-03,IF,SPSF,"20543",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,(Spreng.) Müll.Arg.,J.B.Silva,"27","1994","06","04",América do Sul,Brasil,SP,Teodoro Sampaio,P.E.Morro do Diabo,-52.1599998474121,-22.5300006866455,"54606",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arbóreo; inflorescência amarela, sem odor, sem látex; GEOGRAFIA: Trilha do Morro do Diabo;",NA,NA,auto,I.Cordeiro,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"63",2021-03-04 15:46:32-03,IF,SPSF,"10560",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,NA,O.T. Aguiar,"190","1986","08","27",América do Sul,Brasil,SP,Teodoro Sampaio,"P.E.Morro do Diabo,",-52.1599998474121,-22.5300006866455,"54606",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"64",2021-03-04 15:46:32-03,IF,SPSF,"10396",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,NA,J.A.Pastore,"176","1986","07","22",América do Sul,Brasil,SP,Teodoro Sampaio,"P.E.Morro do Diabo,",-52.1599998474121,-22.5300006866455,"54606",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"66",2019-11-21 10:18:56-03,IBt,SP,"301544",S,Plantae,NA,NA,Sapindaceae,Cupania,concolor,Cupania concolor,Radlk.,"Shirasuna, RT; et al.","52","1994","09","27",NA,Brasil,São Paulo,Bananal,"Serra da Bocaina, Estrada para Madeirite.",-44.3199996948242,-22.6800003051758,"26795",NA,NA,NA,NA,SP045928,SP045928,auto,"Sommer, GV","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
