X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,individualCount,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"17",2020-07-15 14:43:39-03,UNESP-RC,HRCB,"51029",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M. Gomes,NA,"Prata, E. M. B.",s/n,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,E. M. B. Prata,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"19",2019-11-13 11:30:06-03,USP,SPF,"150148",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,NA,"Cordeiro, I","2330","2000","09","27",NA,Brasil,São Paulo,Caraguatatuba,Parque Estadual da Serra do Mar,-45.4099998474121,-23.6200008392334,NA,NA,NA,NA,SPF00150148,NA,"Jardim, JG","30093",auto,"2002","12",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"20",2019-11-13 11:30:06-03,USP,SPF,"67685",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,NA,Edna,s.n.,"1987",NA,NA,NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,"150","400",NA,NA,SPF00067685,NA,"Gomes, M","34265",auto,"1998","12",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"21",2019-11-13 11:30:06-03,USP,SPF,"67688",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,NA,Edna,s.n.,"1987",NA,NA,NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,"150","400",NA,NA,SPF00067688,NA,"Gomes, M","34265",auto,"1998","12",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.759444,-23.350833,"22",2019-10-07 09:14:28-03,UEFS,HUEFS,"105822",PreservedSpecimen,Plantae,Angiospermae,Gentianales,Rubiaceae,Faramea,paratiensis,Faramea paratiensis,M.Gomes,NA,"Jardim, J.G.","4979","2006","01","16",NA,Brasil,Rio de Janeiro,Parati,"Rodovia Ubatuba/Parati, divisa entre os Estados de São Paulo e Rio de Janeiro.",-44.759444,-23.350833,"300","300",NA,Floresta de Encosta.,HUEFS0105822,HUEFS0105822,NA,NA,NA,NA,NA,NA,44W45'34'',23S21'3'',NA,Asteranae,NA,"35",São Paulo,SP,Sudeste
-45.0711,-23.4339,"25",2019-07-12 11:27:22-03,IAC,IAC,"28462",S,Plantae,NA,NA,Rubiaceae-205.Rubioideae-Coussareeae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,Isoparátipo,M. Kuhlmann,"4629","1959","07","01",NA,Brasil,São Paulo,Ubatuba,NA,-45.0711,-23.4339,NA,NA,NA,"PARATYPUS - Acta bot. bras. 17(3): 446, f. 4 (2003).",NA,NA,M. Gomes,NA,NA,"1998","12","18","-45.0711","-23.4339",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0711,-23.4339,"26",2020-02-20 14:37:23-03,IAC,IAC,"49676",S,Plantae,NA,NA,Rubiaceae-205.Rubioideae-Coussareeae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,NA,"R.B. Torres; J.A.M.A. Gomes; C.B. Virillo & S. Santos","1884","2008","06","18",NA,Brasil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar, Núcleo Picinguaba, Fazenda Capricórnio",-45.0711,-23.4339,NA,NA,NA,NA,NA,NA,R.B. Torres et al.,NA,NA,"2008","06","18","-45.0711","-23.4339",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0711,-23.4339,"27",2020-02-20 14:37:23-03,IAC,IAC,"49685",S,Plantae,NA,NA,Rubiaceae-205.Rubioideae-Coussareeae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,NA,"R.B. Torres; J.A.M.A. Gomes & C.B. Virillo","1893","2008","06","19",NA,Brasil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar, Núcleo Picinguaba, Casa da Farinha",-45.0711,-23.4339,NA,NA,NA,NA,NA,NA,R.B. Torres et al.,NA,NA,"2008","06","19","-45.0711","-23.4339",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.083511,-23.367009,"28",2020-02-20 14:37:23-03,IAC,IAC,"50411",S,Plantae,NA,NA,Rubiaceae-205.Rubioideae-Coussareeae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,NA,"J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti","540","2007","12","03",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-45.083511,-23.367009,NA,NA,NA,"subparcela 98, indivíduo P 0022",NA,NA,"J.A.M.A. Gomes; L.C. Bernacci & R.B. Torres et al.",NA,NA,"2007","12","03","-45.083511","-23.367009",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.080833,-23.373889,"29",2020-02-20 14:37:23-03,IAC,IAC,"50556",S,Plantae,NA,NA,Rubiaceae-205.Rubioideae-Coussareeae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,NA,"J.A.M.A. Gomes; O.A. Santos & S. Santos","709","2007","01","08",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-45.080833,-23.373889,NA,NA,NA,"23°22#?#26#?##?#S , 45°04#?#51#?##?#W ; subparcela 3",NA,NA,J.A.M.A. Gomes et al.,NA,NA,"2007","01","08","-45.080833","-23.373889",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"32",2020-07-23 12:20:32-03,CEPLAC,CEPEC,"104934",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,NA,NA,F. O. Souza,"15","2000","07","17",NA,Brasil,São Paulo,caraguatatuba,"Parque Estadual da Serra do Mar. Núcleo Caraguattuba, noa trilha dos Tropeiros.",-45.4099998474121,-23.6200008392334,NA,NA,NA,NA,NA,NA,J. G. Jardim,"30093",auto,NA,NA,NA,NA,NA,NA,NA,30/04/2006,"35",São Paulo,SP,Sudeste
-45.1525,-23.481667,"33",2020-07-23 12:20:32-03,CEPLAC,CEPEC,"113677",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,NA,NA,"Jardim, J. G.","4950","2006","01","15",NA,Brasil,São Paulo,ubatuba,"Rodovia Ubatuba-Parati. Ca. 1km a partir da ponte sobre o Rio Escuro, Morro do Corsário, entrada à direita. Bairro Mato Dentro.",-45.1525,-23.481667,"30","30",NA,DNA.,NA,NA,Sem Informação,NA,NA,NA,NA,NA,45W9'9,23S28'54,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.585,-20.890833,"34",2021-03-04 15:46:04-03,IF,SPSF,"49463",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Faramea,paratiensis,Faramea paratiensis,M.Gomes,NA,N.M.Ivanauskas & F.M.Souza & M.I.A.Matos & F.R.da Silva,"6749","2015","02","03",América do Sul,Brasil,SP,Batatais,Floresta Estadual de Batatais,-47.585,-20.890833,"899","899",NA,"COLETA: Árvore 5m. Casca suberosa, frutos imaturos verdes.; GEOGRAFIA: Mata de Galeria;",NA,NA,C.B.Giaquinto,NA,NA,"2018","05","03",NA,NA,NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-44.833333,-23.335833,"35",2021-03-04 15:46:04-03,IF,SPSF,"49057",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,NA,E.M.B.Prata & M.A.Assis,NA,"2007","05","02",América do Sul,Brasil,SP,Ubatuba,Parque Estadual da Serra do Mar - Núcleo Picinguaba,-44.833333,-23.335833,"43","69",NA,"COLETA: Árvore nº D0002 - indivíduo extra.; GEOGRAFIA: Localizada ao longo da trilha do Corisco, no Sertão da Casa da Farinha.&nf;Floresta Ombrófila Densa de Terras Baixas.;",NA,NA,E.M.B.Prata,NA,NA,"2007","05","02",NA,NA,NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"36",2019-11-21 10:17:54-03,IBt,SP,"289330",S,Plantae,NA,NA,Rubiaceae,Faramea,paratiensis,Faramea paratiensis,M.Gomes,Paratype,"Koschnitzke, C; et al.","29805","1993","11","12",NA,Brasil,São Paulo,Ubatuba,Estação Experimental do IAC. Mata de encosta,-45.0699996948242,-23.4300003051758,NA,NA,NA,"Arbusto ca. 1,2m de alt., flores lilás-azuladas, fauce branca",SP001542,SP001542,"Gomes, M","34265",auto,"2007",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"37",2019-11-21 10:17:54-03,IBt,SP,"350744",S,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,NA,"Souza, FO; et al.","15","2000","07","17",NA,Brasil,São Paulo,Caraguatatuba,"Parque Estadual da Serra do Mar, Nova trilha dos Tropeiros",-45.4099998474121,-23.6200008392334,NA,NA,NA,NA,NA,NA,"Jardim, JG","30093",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"38",2019-11-21 10:17:54-03,IBt,SP,"350745",S,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,NA,"Cordeiro, I; et al.","2330","2000","09","27",NA,Brasil,São Paulo,Caraguatatuba,"Parque Estadual da Serra do Mar, Trilha do Jequitibá",-45.4099998474121,-23.6200008392334,NA,NA,NA,NA,NA,NA,"Jardim, JG","30093",auto,"2002","12",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"39",2019-11-21 10:17:54-03,IBt,SP,"81062",S,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,Paratype,"Kuhlmann, M","4629","1959","07","01",NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,Arbusto da mata litorânea,SP001544,SP001544,"Gomes, M","34265",auto,"2007",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"40",2019-11-21 10:17:54-03,IBt,SP,"210263",S,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,Paratype,"Kirizawa, M","1696","1986","06","25",NA,Brasil,São Paulo,Ubatuba,"Mata da cachoeira do Macaco, contígua à Estação Experimental de Ubatuba",-45.0699996948242,-23.4300003051758,NA,NA,NA,"Árvore +-2m de alt., corola branca, fruto verde",SP001545,SP001545,"Gomes, M","34265",auto,"2007",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"41",2019-11-21 10:17:54-03,IBt,SP,"370537",S,Plantae,NA,NA,Rubiaceae,Faramea,picinguabae,Faramea picinguabae,M.Gomes,NA,"Lobão, A; Fiaschi, P","529","2001","01","21",NA,Brasil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar, Núcleo de Picinguaba, trilha casa da farinha",-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,"Jardim, JG","34265",auto,"2002","12",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
