X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,phylum,order,yearIdentified,monthIdentified,dayIdentified,individualCount,occurrenceRemarks,recordNumber,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,locality,class,coordinatePrecision,geoFlag,fieldNumber,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.883333,-23.183333,"11",2016-07-05 11:14:14-03,FFCLRP,LBMBP,"1074",S,Plantae,Orchidaceae,Baptistonia,sarcodes,Baptistonia sarcodes,(Lindl.) Chiron & V.P.Castro,E.R. Pansarin,NA,NA,NA,NA,Brasil,São Paulo,Jundiaí,-46.883333,-23.183333,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.883333,-23.183333,"12",2016-07-05 11:14:19-03,FFCLRP,LBMBP,NA,S,Plantae,Orchidaceae,Oncidium,sarcodes,Oncidium sarcodes,Lindl.,E.R. Pansarin,E.R. Pansarin,NA,NA,NA,Brasil,São Paulo,Jundiaí,-46.883333,-23.183333,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.883333,-23.183333,"13",2016-07-05 11:14:19-03,FFCLRP,LBMBP,"1125",S,Plantae,Orchidaceae,Oncidium,sarcodes,Oncidium sarcodes,Lindl.,E.R. Pansarin,E.R.Pansarin,NA,NA,NA,Brasil,São Paulo,Jundiaí,-46.883333,-23.183333,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.883333,-23.183333,"14",2016-07-12 11:11:18-03,FFCLRP,LBMBP,"1261",S,Plantae,Orchidaceae,Oncidium,sarcodes,Oncidium sarcodes,Lindl.,E.R. Pansarin,E.R. Pansarin,NA,NA,NA,Brasil,São Paulo,Jundiaí,-46.883333,-23.183333,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"16",2019-08-20 10:00:46-03,UNICAMP,UEC,"95449",S,Plantae,Orchidaceae,Gomesa,sarcodes,Gomesa sarcodes,(Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Pansarin, ER; Singer, RB","1997","11","08",Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,UEC027342,UEC027342,Liliopsida,NA,"2015",NA,NA,NA,NA,97/77,NA,NA,NA,NA,"Serra do Japi, Bairro Eloy Chaves, próximo à represa do DAE.",NA,"17840",auto,NA,NA,JUNDIAÍ,"3525904"
-46.70025,-23.44175,"39",2019-11-21 10:12:52-03,IBt,SP,"487920",S,Plantae,Orchidaceae,Baptistonia,sarcodes,Baptistonia sarcodes,(Lindl.) Chiron & V.P.Castro,"Shirasuna, RT","Shirasuna, RT","2013","12","09",Brasil,São Paulo,São Paulo,-46.70025,-23.44175,"-46.70025","-23.44175",NA,NA,NA,NA,"2013",NA,NA,NA,NA,"3128",NA,"799","799",NA,"Lote 1, Projeto de quantificação de carbono e biomassa.",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"45",2019-11-21 10:13:20-03,IBt,SP,"27043",S,Plantae,Orchidaceae,Gomesa,sarcodes,Gomesa sarcodes,(Lindl.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Gehrt, A; Kuhlmann, M","1930","11","30",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"2017",NA,NA,NA,NA,s.n.,NA,NA,NA,NA,Cidade Jardim,NA,"53584",auto,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"46",2019-11-21 10:13:20-03,IBt,SP,"257997",S,Plantae,Orchidaceae,Gomesa,sarcodes,Gomesa sarcodes,(Lindl.) M.W.Chase & N.H.Williams,"Mamede, MCH","Yano, O; Marcelli, MP","1992","12","14",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"2011","05",NA,NA,NA,"17813",NA,"970","970",NA,Parque Estadual da Cantareira,NA,"53584",auto,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"50",2019-11-21 10:13:38-03,IBt,SP,"27325",S,Plantae,Orchidaceae,Oncidium,sarcodes,Oncidium sarcodes,Lindl.,NA,"Loefgren, A","1895","12",NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,SP029862,SP029862,NA,NA,NA,NA,NA,NA,NA,CGG3243,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,SÃO PAULO,"3550308"
