X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,recordNumber,continentOcean,locality,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,typeStatus,infraspecificEpithet,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-45.8400001525879,-23.5300006866455,"1046",2019-11-21 10:12:38-03,IBt,SP,"247466",S,Plantae,Myrtaceae,Psidium,ovale,Psidium ovale,(Spreng.) Burret,"Tuler, AC","2018","08",NA,"Kirizawa, M","1991","03","22",Brasil,São Paulo,Salesópolis,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"2425",NA,"Reserva Florestal da SABESP, adjacente à Estação Biológica de Boracéia. Ca. de 2 km da Pedra de Boracéia, parte baixa do morro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.5299987792969,-23.6599998474121,"1047",2019-11-21 10:12:38-03,IBt,SP,"232742",S,Plantae,Myrtaceae,Psidium,ovale,Psidium ovale,(Spreng.) Burret,"Tuler, AC","2018","08",NA,"Lopes, EA; et al.","1980","11","27",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,"106",NA,E.B. do Alto da Serra de Paranapiacaba,NA,NA,"Arbusto 3,0m., com frutos",NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"1048",2019-11-21 10:12:38-03,IBt,SP,"178729",S,Plantae,Myrtaceae,Psidium,ovale,Psidium ovale,(Spreng.) Burret,"Tuler, AC","2018","08",NA,"Rosa, NA; Murça Pires, J","1980","11","27",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,"3966",NA,E.B. do Alto da Serra de Paranapiacaba,NA,NA,"Arbusto de 3m de alt., flores em botões verdes",NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"1049",2019-11-21 10:12:38-03,IBt,SP,"58725",S,Plantae,Myrtaceae,Psidium,ovale,Psidium ovale,(Spreng.) Burret,"Tuler, AC","2018","08",NA,"Handro, O","1955","11","17",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,"545",NA,"E.B. do Alto da Serra de Paranapiacaba, Estação Campo Grande",NA,NA,"Arbusto até pequena árvore de ca. 2m de alt., flores alvas",NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.560001373291,-23.6900005340576,"1050",2019-11-21 10:12:38-03,IBt,SP,"271727",S,Plantae,Myrtaceae,Psidium,ovale,Psidium ovale,(Spreng.) Burret,"Tuler, AC","2018","08",NA,"Ferreira, S","1991","04","10",Brasil,São Paulo,São Bernardo do Campo,-46.560001373291,-23.6900005340576,NA,NA,NA,NA,s.n.,NA,"Parque Caminhos do Mar, Calçada do Lorena",NA,NA,"Arbusto 1,5m alt., frutos amarelos",NA,NA,NA,NA,NA,NA,"31119",auto,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.6300010681152,-23.5400009155273,"1051",2019-11-21 10:12:38-03,IBt,SP,"334045",S,Plantae,Myrtaceae,Psidium,ovale,Psidium ovale,(Spreng.) Burret,"Tuler, AC","2018","08",NA,"Simão Bianchini, R; et al.","1996","01","18",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"907",NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu, campo",NA,NA,"Subarbusto 1m alt., flores creme",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1052",2020-08-13 18:02:45-03,IBt,SP,"305949",S,Plantae,Myrtaceae,Psidium,ovale,Psidium ovale,(Spreng.) Burret,"Tuler, AC","2018","08",NA,"Garcia, RJF; et al.","1996","12","20",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"1010",NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu, trilha do Mirante, campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.774444,-23.9,"1055",2019-11-21 10:12:38-03,IBt,SP,"334048",S,Plantae,Myrtaceae,Psidium,spathulatum,Psidium spathulatum,Mattos,"Mamede, MCH","2007",NA,NA,"Godoy, SAP; Pereira, DL; Ferreira, GMP; Garcia, RJF; Sordi, SJ","1995","04","19",Brasil,São Paulo,São Paulo,-46.774444,-23.9,"-46.774444","-23.9",NA,NA,"471",NA,"Parelheiros, Camping Ana Paula, área ajardinada",NA,NA,"Árvore ca. 18m alt., DAP 0,25m, fuste ca. 12m alt., descama tornando-se cinza claro, frutos tintoriais cor de cereja, frutos enviados para o D-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.6599998474121,"1056",2019-11-21 10:12:38-03,IBt,SP,"155959",S,Plantae,Myrtaceae,Psidium,spathulatum,Psidium spathulatum,Mattos,"Kirizawa, M","1986","12","16","Eiten, G","1965","10","28",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,"6387",NA,"E.B. do Alto da Serra de Paranapiacaba, 1 km east of Campo Grande RR station, along road to PARANAPIACABA, hilly land with secondary brush, high rainfall and much mist",NA,NA,"Scrub decumbent at base, rises to 1/2 m tall, petals and filaments write, anthers at first cream, then turn buff, in roadside herbage",NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"1057",2019-11-21 10:12:38-03,IBt,SP,"158077",S,Plantae,Myrtaceae,Psidium,spathulatum,Psidium spathulatum,Mattos,"Kirizawa, M","1986","12","16","Landrum, LR","1977","12","02",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,"2758",NA,"E.B. do Alto da Serra de Paranapiacaba, about 30 km north os Santos, wet foggy evergreen forest",NA,NA,"Near Posto de Pedagio, via Anchieta, shrub 1m tall",NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"1058",2019-11-21 10:12:38-03,IBt,SP,"64720",S,Plantae,Myrtaceae,Psidium,spathulatum,Psidium spathulatum,Mattos,"Mattos, JR","1965",NA,NA,"Mattos, J","1964","11","06",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,SP001393,SP001393,"8684",NA,"Estação Biológica, Estação Campo Grande (via férrea São Paulo-Santos). No campo sujo.",NA,NA,"Arbusto 1,2 m alt. Flores brancas",NA,NA,Holotype,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
