X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,continentOcean,country,stateProvince,locality,relatedCatalogItem,occurrenceRemarks,barcode,imagecode,phylum,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,recordNumber,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,dayIdentified,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.883333,-23.183333,"3",2016-07-05 11:14:18-03,FFCLRP,LBMBP,"679",S,Plantae,NA,NA,Orchidaceae,Gomesa,handroi,Gomesa handroi,(Hoehne) Pabst,E.R. Pansarin,E.R. Pansarin,NA,NA,NA,NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,Jundiaí,-46.883333,-23.183333,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-45.8400001525879,-23.5300006866455,"21",2021-03-04 15:42:07-03,IF,SPSF,"10939",PreservedSpecimen,Plantae,Liliopsida,Orchidales,Orchidaceae,Rodrigueziella,handroi,Rodrigueziella handroi,NA,NA,A.Custodio Filho,"1986","10","18",América do Sul,Brasil,SP,"Casa Grande, E.B.Boraceia",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Magnoliophyta,Salesópolis,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"2780",NA,NA,"18032",auto,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"22",2021-03-04 15:42:07-03,IF,SPSF,"12530",PreservedSpecimen,Plantae,Liliopsida,Orchidales,Orchidaceae,Rodrigueziella,handroi,Rodrigueziella handroi,NA,NA,G.A.D.C. Franco & A.Custodio Filho,"1988","09","28",América do Sul,Brasil,SP,"Reserva Florestal, Guaratuba",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Magnoliophyta,Salesópolis,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"719",NA,NA,"18032",auto,NA,NA,SALESÓPOLIS,"3545001"
-46.5299987792969,-23.6599998474121,"26",2019-11-21 10:13:19-03,IBt,SP,"29488",S,Plantae,NA,NA,Orchidaceae,Gomesa,handroi,Gomesa handroi,(Hoehne) Pabst,"Barros, F","Edwall, G","1898","07",NA,NA,Brasil,São Paulo,"Alto da Serra, mata virgem.",NA,NA,SP009667,SP009667,NA,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,"1980","05",CGG4036,NA,NA,"27258",auto,"23",NA,SANTO ANDRÉ,"3547809"
-46.0299987792969,-23.5699996948242,"28",2019-11-21 10:13:20-03,IBt,SP,"192330",S,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Custodio Filho, A","1983","09","16",NA,Brasil,São Paulo,Estação Biológica de Boracéia,NA,NA,NA,NA,NA,Biritiba-Mirim,-46.0299987792969,-23.5699996948242,NA,NA,"2017",NA,"1529",NA,NA,"19656",auto,NA,NA,BIRITIBA MIRIM,"3506607"
-46.0299987792969,-23.5699996948242,"29",2019-11-21 10:13:20-03,IBt,SP,"193336",S,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Custodio Filho, A","1983","09","16",NA,Brasil,São Paulo,Estação Biológica de Boracéia,NA,NA,NA,NA,NA,Biritiba-Mirim,-46.0299987792969,-23.5699996948242,NA,NA,"2017",NA,"1520",NA,NA,"19656",auto,NA,NA,BIRITIBA MIRIM,"3506607"
-46.0299987792969,-23.5699996948242,"30",2019-11-21 10:13:20-03,IBt,SP,"194679",S,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Custodio Filho, A","1983","09","29",NA,Brasil,São Paulo,Estação Biológica de Boracéia,NA,NA,NA,NA,NA,Biritiba-Mirim,-46.0299987792969,-23.5699996948242,NA,NA,"2017",NA,"1595",NA,NA,"19656",auto,NA,NA,BIRITIBA MIRIM,"3506607"
-46.1883010864258,-23.5228004455566,"32",2019-11-21 10:13:20-03,IBt,SP,"189010",S,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Kirizawa, M; et al.","1983","07","28",NA,Brasil,São Paulo,Serra do Mar,NA,NA,NA,NA,NA,Mogi das Cruzes,-46.1883010864258,-23.5228004455566,NA,NA,"2017",NA,"1029",NA,NA,"28666",auto,NA,NA,MOGI DAS CRUZES,"3530607"
-45.8400001525879,-23.5300006866455,"33",2019-11-21 10:13:20-03,IBt,SP,"291298",S,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Shirasuna, RT; et al.","1994","09","03",NA,Brasil,São Paulo,"Estação Biológica de Boracéia, Mata próxima à barragem do rio Claro",NA,NA,NA,NA,NA,Salesópolis,-45.8400001525879,-23.5300006866455,NA,NA,"2017",NA,"4",NA,NA,"18032",auto,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"34",2019-11-21 10:13:20-03,IBt,SP,"330561",S,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Tardivo, RC; Silva, GJ; Wanderley, MGL","1998","08","26",NA,Brasil,São Paulo,"Estação Biológica de Boracéia, Trilha do Divisor",NA,NA,NA,NA,NA,Salesópolis,-45.8400001525879,-23.5300006866455,NA,NA,"2017",NA,"209",NA,NA,"18032",auto,NA,NA,SALESÓPOLIS,"3545001"
-46.6300010681152,-23.5400009155273,"35",2019-11-21 10:13:20-03,IBt,SP,"57913",S,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Handro, O","1961","03","22",NA,Brasil,São Paulo,Jardim Botânico,NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"2017",NA,"974",NA,NA,"53584",auto,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"36",2019-11-21 10:13:20-03,IBt,SP,"138249",S,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Corrêa, JA","1975","06","25",NA,Brasil,São Paulo,"Parque Estadual das Fontes do Ipiranga, Área 25",NA,NA,NA,NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"2017",NA,"30",NA,NA,"53584",auto,NA,NA,SÃO PAULO,"3550308"
-46.201114,-23.481681,"38",2019-11-21 10:13:48-03,IBt,SP,"406583",S,Plantae,NA,NA,Orchidaceae,Rodrigueziella,jucunda,Rodrigueziella jucunda,(Rchb.f.) Garay,"Rodrigues, VT","Rodrigues, VT; Vinhos, F","2007","04",NA,NA,Brasil,São Paulo,"Serra do Itapeti, Parque Natural Municipal Afonso de Mello-Chiquinho Veríssimo",NA,NA,NA,NA,NA,Mogi das Cruzes,-46.201114,-23.481681,"-46.201114","-23.481681",NA,NA,"92","1134","1134",NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.5299987792969,-23.6599998474121,"39",2019-11-21 10:13:54-03,IBt,SP,"22998",S,Plantae,NA,NA,Orchidaceae,Theodorea,handroi,Theodorea handroi,Hoehne,"Barros, F","Handro, O","1928","06","03",NA,Brasil,São Paulo,"Serra de Paranapiacaba, Entre Alto da Serra e Piassaguera",NA,Bas. Theodorea handroi Hoehne,SP002412,SP002412,NA,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,"2002","09",s.n.,NA,NA,"27258",auto,"09",Holotype,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"40",2019-11-21 10:13:54-03,IBt,SP,"5372",S,Plantae,NA,NA,Orchidaceae,Theodorea,schlechteri,Theodorea schlechteri,Hoehne,"Meneguzzo, TEC","Hoehne, FC","1921","03","21",NA,Brasil,São Paulo,Bosque da Saúde,NA,NA,SP003565,SP003565,NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"2017","01",s.n.,NA,NA,"53584",auto,NA,Syntype,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"41",2019-11-21 10:13:54-03,IBt,SP,"27403",S,Plantae,NA,NA,Orchidaceae,Theodorea,schlechteri,Theodorea schlechteri,Hoehne,"Meneguzzo, TEC","Gehrt, A","1921","03","31",NA,Brasil,São Paulo,Cidade Jardim,NA,NA,SP003566,SP003566,NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"2017","01",s.n.,NA,NA,"53584",auto,NA,Syntype,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"42",2019-11-21 10:13:54-03,IBt,SP,"27291",S,Plantae,NA,NA,Orchidaceae,Theodorea,schlechteri,Theodorea schlechteri,Hoehne,"Meneguzzo, TEC","Usteri, A","1905","03","19",NA,Brasil,São Paulo,Santo Amaro,NA,NA,SP003567,SP003567,NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"2017","01",s.n.,NA,NA,"53584",auto,NA,Syntype,SÃO PAULO,"3550308"
