X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,fieldNumber,individualCount,infraspecificEpithet,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.621883,-23.654505,"7",2021-03-15 16:37:00-03,NY,NYBG,"669832",PreservedSpecimen,Plantae,Solanaceae,Solanum,cinnamomeum,Solanum cinnamomeum,NA,M. S. F. Silvestre-Capelato,"209","1979","09","26",South America,Brazil,Reserva Biológica do Parque Estadual das Fontes do Ipiranga.,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286757' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669832,Magnoliophyta,Solanales,Sendtn.,"J. R. Stehmann; L. A. Mentz",São Paulo,Sao Paulo,-46.621883,-23.654505,NA,NA,NY00669832_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.621883,-23.654505,"9",2021-03-15 16:37:00-03,NY,NYBG,"669821",PreservedSpecimen,Plantae,Solanaceae,Solanum,cinnamomeum,Solanum cinnamomeum,NA,M. R. F. Melo,"228","1980","06","04",South America,Brazil,"Capital, Reserva Biológica, Parque Estadual das Fontes do Ipiranga. Portao 2.",sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286761' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669821,Magnoliophyta,Solanales,Sendtn.,"J. R. Stehmann; L. A. Mentz",São Paulo,Sao Paulo,-46.621883,-23.654505,NA,NA,NY00669821_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"14",2021-03-15 16:37:00-03,NY,NYBG,"669835",PreservedSpecimen,Plantae,Solanaceae,Solanum,cinnamomeum,Solanum cinnamomeum,NA,B. Coe-Teixeira,"55","1966","06","08",South America,Brazil,"Capital, Santo Amaro, Chácara Flora.",sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286751' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669835,Magnoliophyta,Solanales,Sendtn.,"J. R. Stehmann; L. A. Mentz",São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NY00669835_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"20",2021-03-15 16:37:00-03,NY,NYBG,"669834",PreservedSpecimen,Plantae,Solanaceae,Solanum,cinnamomeum,Solanum cinnamomeum,NA,O. Handro,"242","1951","04","06",South America,Brazil,"Capital, Jabaquara.",sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286755' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669834,Magnoliophyta,Solanales,Sendtn.,"J. R. Stehmann; L. A. Mentz",São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NY00669834_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.621883,-23.654505,"23",2021-03-15 16:37:00-03,NY,NYBG,"669830",PreservedSpecimen,Plantae,Solanaceae,Solanum,cinnamomeum,Solanum cinnamomeum,NA,F. de Barros,"536","1980","10","17",South America,Brazil,"Capital, Reserva Biológica Parque Estadual das Fontes do Ipiranga.",sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286756' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669830,Magnoliophyta,Solanales,Sendtn.,"J. R. Stehmann; L. A. Mentz",São Paulo,Sao Paulo,-46.621883,-23.654505,NA,NA,NY00669830_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9097,-23.6003,"25",2021-03-15 16:37:00-03,NY,NYBG,"669831",PreservedSpecimen,Plantae,Solanaceae,Solanum,cinnamomeum,Solanum cinnamomeum,NA,H. Makino,"36","1977","05","20",South America,Brazil,"Km 64 entre Cotia e Ibiuna, SP 250.",sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286758' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669831,Magnoliophyta,Solanales,Sendtn.,"J. R. Stehmann; L. A. Mentz",São Paulo,Cotia,-46.9097,-23.6003,NA,NA,NY00669831_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-46.618358,-23.646109,"26",2021-03-15 16:37:00-03,NY,NYBG,"669833",PreservedSpecimen,Plantae,Solanaceae,Solanum,cinnamomeum,Solanum cinnamomeum,NA,O. Handro,s.n.,"1932","03","31",South America,Brazil,Nativa no Jardim Botânico.,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286760' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669833,Magnoliophyta,Solanales,Sendtn.,"J. R. Stehmann; L. A. Mentz",São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NY00669833_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.989753,-24.144027,"28",2021-03-15 16:37:00-03,NY,NYBG,"00853821",PreservedSpecimen,Plantae,Solanaceae,Solanum,cinnamomeum,Solanum cinnamomeum,NA,A. C. Dias,"49","1985","05","08",South America,Brazil,"Parque Estadual Carlos Botelho, Instituto Florestal.",sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093269' target='other'> <mi>dwc_moreinfo</mi></a>,NY00853821,Magnoliophyta,Solanales,Sendtn.,M. H. Nee,São Paulo,Sao Miguel Arcanjo,-47.989753,-24.144027,NA,NA,NY00853821_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.621883,-23.654505,"32",2021-03-15 16:37:00-03,NY,NYBG,"669822",PreservedSpecimen,Plantae,Solanaceae,Solanum,cinnamomeum,Solanum cinnamomeum,NA,M. R. F. Melo,"228","1980","06","04",South America,Brazil,"Capital, Reserva Biológica, Parque Estadual das Fontes do Ipiranga. Portao 2.",sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286762' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669822,Magnoliophyta,Solanales,Sendtn.,"J. R. Stehmann; L. A. Mentz",São Paulo,Sao Paulo,-46.621883,-23.654505,NA,NA,NY00669822_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"39",2021-03-15 16:37:00-03,NY,NYBG,"669836",PreservedSpecimen,Plantae,Solanaceae,Solanum,cinnamomeum,Solanum cinnamomeum,NA,M. Kuhlmann,"3430","1948","10","20",South America,Brazil,Nativa no Jardim Botânico.,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286752' target='other'> <mi>dwc_moreinfo</mi></a>,NY00669836,Magnoliophyta,Solanales,Sendtn.,"J. R. Stehmann; L. A. Mentz",São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NY00669836_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
