X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,continent,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,institutionKey,collectionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,identifiedBy,name,organismQuantity,organismQuantityType,http...rs.tdwg.org.dwc.terms.organismQuantity,institutionID,county,preparations,http...rs.tdwg.org.dwc.terms.organismQuantityType,verbatimElevation,verbatimEventDate,georeferencedBy,disposition,previousIdentifications,datasetID,samplingProtocol,accessRights,collectionID,higherClassification,coordinateUncertaintyInMeters,habitat,fieldNumber,vernacularName,georeferencedDate,georeferenceProtocol,georeferenceVerificationStatus,verbatimSRS,georeferenceRemarks,verbatimCoordinateSystem,verbatimLocality,identificationQualifier,occurrenceRemarks,gadm,references,otherCatalogNumbers,fieldNotes,individualCount,eventID,dynamicProperties,eventRemarks,higherGeographyID,rights,higherGeography,locationID,identificationID,georeferenceSources,lifeStage,nomenclaturalCode,organismID,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,endDayOfYear,startDayOfYear,nomenclaturalStatus,taxonID,bibliographicCitation,locationRemarks,http...unknown.org.recordId,http...unknown.org.recordEnteredBy,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,identificationRemarks,reproductiveCondition,projectId,namePublishedInYear,nameAccordingTo,acceptedNameUsage,parentNameUsage,typeStatus,recordedByIDs.type,recordedByIDs.value,informationWithheld,typifiedName,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,iucnRedListCategory,associatedTaxa,dataGeneralizations,taxonConceptID,island,infraspecificEpithet,programmeAcronym,organismName,identificationReferences,establishmentMeans,verbatimTaxonRank,depth,depthAccuracy,namePublishedIn,eventTime,materialSampleID,gadm.level0.gid,gadm.level0.name,waterBody,locationAccordingTo,parentNameUsageID,acceptedNameUsageID,coordinatePrecision,created,associatedSequences,samplingEffort,islandGroup,identificationVerificationStatus,associatedReferences,X.1f2c0cbe.40df.43f6.ba07.e76133e78c31.,taxonRemarks,identifiedByIDs.type,identifiedByIDs.value,sex,pointRadiusSpatialFit,organismRemarks,source,verbatimDepth,originalNameUsage,footprintSRS,http...unknown.org.occurrenceDetails,footprintWKT,data_cleaning_note,NM_MUNICIP,CD_GEOCMU
-45.8803535288034,-23.1741596601934,"1928687117",Ipomoea argentea Meisn.,-23.1741596601934,-45.8803535288034,"cdrep,colmafu",d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:07:11Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3678752","6","7707728","220","1176","2389","2928509","3678752","3678752",Ipomoea argentea Meisn.,Plantae,Tracheophyta,Solanales,Convolvulaceae,Ipomoea,Ipomoea argentea,Ipomoea,argentea,SPECIES,ACCEPTED,1977-12-01T00:00:00Z,NA,NA,SOUTH_AMERICA,São Paulo,"1962","2","27",1962-02-27T00:00:00Z,NA,2021-03-30T13:07:11Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,b2190553-4505-4fdd-8fff-065c8ca26f72,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,The New York Botanical Garden,40fb8af9-0d49-4004-906f-706777d7e2a3,"305","Ca. 10,3 km SSE em linha reta da praça principal de Sao José Dos Campos",NA,Vascular plants,"1928687117",en,NY,40fb8af9-0d49-4004-906f-706777d7e2a3,PhysicalObject,"486276",I. Mimura,NY,NA,D. F. Austin,Ipomoea argentea Meisn.,NA,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,Sao José dos Campos,sheet,NA,NA,27 Feb 1962,NA,NA,NA,NA,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,"39297","Uma área disjuntiva de cerrado, de várias centenas de Km2, rodeada antigamente por mata², rodeada antigament por mata.",NA,NA,NA,Other source,NA,NA,NA,NA,NA,NA,NA,NA,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRIA (Centro de Referência em Informação Ambiental),NA,ICN,NA,NA,"58","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO JOSÉ DOS CAMPOS,"3549904"
-47.333333,-23.516667,"1424403422",Ipomoea argentea Meisn.,-23.516667,-47.333333,"cdround,gass84,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:32Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"3678752","6","7707728","220","1176","2389","2928509","3678752","3678752",Ipomoea argentea Meisn.,Plantae,Tracheophyta,Solanales,Convolvulaceae,Ipomoea,Ipomoea argentea,Ipomoea,argentea,SPECIES,ACCEPTED,1969-01-01T00:00:00Z,NA,NA,NA,São Paulo,"1960","12","27",1960-12-27T00:00:00Z,NA,2021-04-06T14:39:32Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:700920,"10",Ribeirão Lajeado.,Itapetininga,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424403422",NA,RB,urn:catalog:JBRJ:RB:700920,Physical Object,RB00700920,Gil Martins Felippe,JBRJ,NA,Retificado por J. Falcão,Ipomoea argentea Meisn.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flores roxas,NA,NA,RB 110462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SOROCABA,"3552205"
-47.33,-23.52,"2235976297",Ipomoea argentea Meisn.,-23.52,-47.33,"gass84,osiic,colmafu,inmafu",821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,US,DWC_ARCHIVE,2021-03-29T08:59:35Z,2021-03-30T11:28:17Z,"200",bc092ff0-02e4-11dc-991f-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3678752","6","7707728","220","1176","2389","2928509","3678752","3678752",Ipomoea argentea Meisn.,Plantae,Tracheophyta,Solanales,Convolvulaceae,Ipomoea,Ipomoea argentea,Ipomoea,argentea,SPECIES,ACCEPTED,NA,NA,NA,SOUTH_AMERICA,São Paulo,"1960","12","27",1960-12-27T00:00:00Z,NA,2021-03-30T11:28:17Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,151c91ba-a521-4735-8c11-5abf8db7fb67,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,NA,http://n2t.net/ark:/65665/3872571cf-e709-4613-b760-c847de786e1f,"10","Proc. estado de S. Paulo; estrada S. Paulo-Itapetininga; bacia do Ribeirão Lajeado.",NA,NMNH Extant Biology,"2235976297",NA,Botany,http://n2t.net/ark:/65665/3872571cf-e709-4613-b760-c847de786e1f,PhysicalObject,"2369387",G. M. Felippe,US,NA,NA,Ipomoea argentea Meisn.,NA,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:34871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae, Dicotyledonae, Solanales, Convolvulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"South America - Neotropics, Brazil, São Paulo",NA,NA,NA,NA,NA,NA,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,"362","362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SOROCABA,"3552205"
-45.8803535288034,-23.1741596601934,"1928687117",Ipomoea argentea Meisn.,-23.1741596601934,-45.8803535288034,"cdrep,colmafu",d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:07:11Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3678752","6","7707728","220","1176","2389","2928509","3678752","3678752",Ipomoea argentea Meisn.,Plantae,Tracheophyta,Solanales,Convolvulaceae,Ipomoea,Ipomoea argentea,Ipomoea,argentea,SPECIES,ACCEPTED,1977-12-01T00:00:00Z,NA,NA,SOUTH_AMERICA,São Paulo,"1962","2","27",1962-02-27T00:00:00Z,NA,2021-03-30T13:07:11Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,b2190553-4505-4fdd-8fff-065c8ca26f72,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,The New York Botanical Garden,40fb8af9-0d49-4004-906f-706777d7e2a3,"305","Ca. 10,3 km SSE em linha reta da praça principal de Sao José Dos Campos",NA,Vascular plants,"1928687117",en,NY,40fb8af9-0d49-4004-906f-706777d7e2a3,PhysicalObject,"486276",I. Mimura,NY,NA,D. F. Austin,Ipomoea argentea Meisn.,NA,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,Sao José dos Campos,sheet,NA,NA,27 Feb 1962,NA,NA,NA,NA,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,"39297","Uma área disjuntiva de cerrado, de várias centenas de Km2, rodeada antigamente por mata², rodeada antigament por mata.",NA,NA,NA,Other source,NA,NA,NA,NA,NA,NA,NA,NA,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRIA (Centro de Referência em Informação Ambiental),NA,ICN,NA,NA,"58","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO JOSÉ DOS CAMPOS,"3549904"
-47.333333,-23.516667,"1424403422",Ipomoea argentea Meisn.,-23.516667,-47.333333,"cdround,gass84,ambcol,inmano",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2021-04-06T14:13:20Z,2021-04-06T14:39:32Z,"343",838537fc-4aeb-4980-8b58-97fbdcd1d91a,PRESERVED_SPECIMEN,PRESENT,"3678752","6","7707728","220","1176","2389","2928509","3678752","3678752",Ipomoea argentea Meisn.,Plantae,Tracheophyta,Solanales,Convolvulaceae,Ipomoea,Ipomoea argentea,Ipomoea,argentea,SPECIES,ACCEPTED,1969-01-01T00:00:00Z,NA,NA,NA,São Paulo,"1960","12","27",1960-12-27T00:00:00Z,NA,2021-04-06T14:39:32Z,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,NA,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,Rio de Janeiro Botanical Garden,urn:catalog:JBRJ:RB:700920,"10",Ribeirão Lajeado.,Itapetininga,RB - Rio de Janeiro Botanical Garden Herbarium Collection,"1424403422",NA,RB,urn:catalog:JBRJ:RB:700920,Physical Object,RB00700920,Gil Martins Felippe,JBRJ,NA,Retificado por J. Falcão,Ipomoea argentea Meisn.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flores roxas,NA,NA,RB 110462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SOROCABA,"3552205"
-47.33,-23.52,"2235976297",Ipomoea argentea Meisn.,-23.52,-47.33,"gass84,osiic,colmafu,inmafu",821cc27a-e3bb-4bc5-ac34-89ada245069d,bc092ff0-02e4-11dc-991f-b8a03c50a862,b2ff19b5-d74f-40d2-82f1-ec5db01e8e31,US,DWC_ARCHIVE,2021-03-29T08:59:35Z,2021-03-30T11:28:17Z,"200",bc092ff0-02e4-11dc-991f-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3678752","6","7707728","220","1176","2389","2928509","3678752","3678752",Ipomoea argentea Meisn.,Plantae,Tracheophyta,Solanales,Convolvulaceae,Ipomoea,Ipomoea argentea,Ipomoea,argentea,SPECIES,ACCEPTED,NA,NA,NA,SOUTH_AMERICA,São Paulo,"1960","12","27",1960-12-27T00:00:00Z,NA,2021-03-30T11:28:17Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,586ee56e-b0fe-4dff-b7f9-aeb104f3308a,151c91ba-a521-4735-8c11-5abf8db7fb67,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,NA,http://n2t.net/ark:/65665/3872571cf-e709-4613-b760-c847de786e1f,"10","Proc. estado de S. Paulo; estrada S. Paulo-Itapetininga; bacia do Ribeirão Lajeado.",NA,NMNH Extant Biology,"2235976297",NA,Botany,http://n2t.net/ark:/65665/3872571cf-e709-4613-b760-c847de786e1f,PhysicalObject,"2369387",G. M. Felippe,US,NA,NA,Ipomoea argentea Meisn.,NA,NA,NA,http://biocol.org/urn:lsid:biocol.org:col:34871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae, Dicotyledonae, Solanales, Convolvulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"South America - Neotropics, Brazil, São Paulo",NA,NA,NA,NA,NA,NA,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e,"362","362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SOROCABA,"3552205"
