X,Y,key,scientificName,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,collectionKey,isInCluster,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,name,continent,gadm,otherCatalogNumbers,institutionKey,fieldNotes,verbatimEventDate,institutionID,taxonID,datasetID,identificationID,dynamicProperties,county,georeferenceVerificationStatus,individualCount,preparations,rights,nomenclaturalStatus,nomenclaturalCode,bibliographicCitation,collectionID,coordinateUncertaintyInMeters,references,georeferenceProtocol,endDayOfYear,startDayOfYear,verbatimElevation,georeferenceSources,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,higherGeography,higherClassification,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,fieldNumber,verbatimLocality,recordedByIDs.type,recordedByIDs.value,informationWithheld,typeStatus,organismID,locationID,accessRights,X.3aee7756.565e.4dc5.b22c.f997fbd7105c.,typifiedName,data_cleaning_note,NM_MUNICIP,CD_GEOCMU
-45.766667,-23.183333,"1086915715",Myrsine villosissima Mart.,-23.183333,-45.766667,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:43Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3719247","6","7707728","220","1353","6674","3169412","3719247","3719247",Myrsine villosissima Mart.,Plantae,Tracheophyta,Ericales,Primulaceae,Myrsine,Myrsine villosissima,Myrsine,villosissima,SPECIES,ACCEPTED,NA,NA,NA,Sp,"2013","2","19",2013-02-19T00:00:00Z,2021-03-04T18:42:56Z,2021-04-08T12:14:43Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,835c4b58-e96d-49cc-b711-0f3de04547c0,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:47530,"69",PECJ,Campos do Jordão,SPSF - Herbário Dom Bento José Pickel,"1086915715",pt,SPSF,BRA:IF:SPSF:47530,Collection,"47530",T.E.Barreto,IF,Instituto Florestal,"COLETA: Árvore.; GEOGRAFIA: Floresta Ombrófila Densa Altomontana.;",NA,Myrsine villosissima Mart.,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.8464,-23.5322,"1090581127",Rapanea villosissima (Mart.) Mez,-23.5322,-45.8464,"gass84,txmatfuz,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:49Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"8254319","6","7707728","220","1353","6674","3169412","3719247","3719247",Myrsine villosissima Mart.,Plantae,Tracheophyta,Ericales,Primulaceae,Myrsine,Myrsine villosissima,Rapanea,villosissima,SPECIES,SYNONYM,2012-03-17T00:00:00Z,NA,NA,São Paulo,"2012","3","17",2012-03-17T00:00:00Z,2019-01-25T17:45:27Z,2021-03-30T09:40:49Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:54317,"4761",limites do Parque Estadual da Serra do Mar,Salesópolis,IAC - Herbário do Instituto Agronômico de Campinas,"1090581127",pt,IAC,BRA:IAC:IAC:54317,Collection,"54317",L.C. Bernacci & R. Giovanni,IAC,Instituto Agronômico de Campinas,indivíduo 139,L.C. Bernacci & R. Giovanni,Rapanea villosissima (Mart.) Mez,NA,NA,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SALESÓPOLIS,"3545001"
-46.775278,-23.989167,"1086898122",Myrsine villosissima Mart.,-23.989167,-46.775278,"gass84,colmafu,inmano",16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:14:05Z,2021-04-08T12:14:40Z,"260",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3719247","6","7707728","220","1353","6674","3169412","3719247","3719247",Myrsine villosissima Mart.,Plantae,Tracheophyta,Ericales,Primulaceae,Myrsine,Myrsine villosissima,Myrsine,villosissima,SPECIES,ACCEPTED,2017-01-06T00:00:00Z,"750","0",Sp,"2001","4","13",2001-04-13T00:00:00Z,2021-03-04T18:42:56Z,2021-04-08T12:14:40Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,835c4b58-e96d-49cc-b711-0f3de04547c0,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPSF - Herbário Dom Bento José Pickel,BRA:IF:SPSF:29281,"119","Parque Estadual da Serra do Mar, Núcleo Curucutú",São Paulo,SPSF - Herbário Dom Bento José Pickel,"1086898122",pt,SPSF,BRA:IF:SPSF:29281,Collection,"29281",F.M. Souza & A.R. Duarte & D.Sampaio & R.Bernhardt & R.R.Rodrigues & V.C.Souza & J.Y.Tamashiro & S.Gandolfi & J.P.Souza & N.M.Ivanauskas & E.Furlan,IF,Instituto Florestal,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Floresta Ribeirinha ao longo do Rio Mambu;",A. Maruyama,Myrsine villosissima Mart.,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,ITANHAÉM,"3522109"
-46.775417,-23.989083,"1089068610",Myrsine villosissima Mart.,-23.989083,-46.775417,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:53Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3719247","6","7707728","220","1353","6674","3169412","3719247","3719247",Myrsine villosissima Mart.,Plantae,Tracheophyta,Ericales,Primulaceae,Myrsine,Myrsine villosissima,Myrsine,villosissima,SPECIES,ACCEPTED,2010-08-02T00:00:00Z,"750","0",São Paulo,"2001","4","13",2001-04-13T00:00:00Z,2021-03-01T19:38:37Z,2021-04-08T12:43:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:122125,"119","Parque Estadual da Serra do Mar, Núcleo Curucutu",São Paulo,UEC - Herbário da Universidade Estadual de Campinas,"1089068610",pt,UEC,BRA:UNICAMP:UEC:122125,Collection,"122125","Souza, FM; et al.",UNICAMP,Universidade Estadual de Campinas,"Liana, botões creme, frutos negros.; Floresta Ribeirinha ao longo do Rio Mambu.","Freitas, MF",Myrsine villosissima Mart.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,ITANHAÉM,"3522109"
-46.6361,-23.5475,"1090570511",Rapanea villosissima (Mart.) Mez,-23.5475,-46.6361,"gass84,txmatfuz,colmafu,inmafu",1064b787-c882-493e-b17d-4ffba363b776,c47cd3b0-2178-4a4b-87a6-740b482970a9,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-24T16:45:47Z,2021-03-30T09:40:55Z,"266",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"8254319","6","7707728","220","1353","6674","3169412","3719247","3719247",Myrsine villosissima Mart.,Plantae,Tracheophyta,Ericales,Primulaceae,Myrsine,Myrsine villosissima,Rapanea,villosissima,SPECIES,SYNONYM,2004-01-09T00:00:00Z,NA,NA,São Paulo,"2001","4","13",2001-04-13T00:00:00Z,2019-04-11T17:22:19Z,2021-03-30T09:40:55Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,cb38d6b5-89fd-4aac-9ea7-7d37201df368,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,IAC - Herbário do Instituto Agronômico de Campinas,BRA:IAC:IAC:43602,"119","Parque Estadual da Serra do Mar, Núcleo Curucutu",São Paulo,IAC - Herbário do Instituto Agronômico de Campinas,"1090570511",pt,IAC,BRA:IAC:IAC:43602,Collection,"43602","F.M. Souza; A.R. Duarte; D. Sampaio; R. Bernhardt; R.R. Rodrigues; V.C. Souza; J.Y. Tamashiro; S. Gandolfi; J. Paula-Souza; N.M. Ivanauskas & E. Furlan",IAC,Instituto Agronômico de Campinas,NA,L.C. Bernacci & S.L. Jung-Mendaçolli,Rapanea villosissima (Mart.) Mez,NA,NA,NA,841aebec-2beb-4b59-96f1-fdf9d91ccff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
-46.775417,-23.989083,"1450975173",Myrsine villosissima Mart.,-23.989083,-46.775417,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:30Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3719247","6","7707728","220","1353","6674","3169412","3719247","3719247",Myrsine villosissima Mart.,Plantae,Tracheophyta,Ericales,Primulaceae,Myrsine,Myrsine villosissima,Myrsine,villosissima,SPECIES,ACCEPTED,NA,"750","0",São Paulo,"2001","4","13",2001-04-13T00:00:00Z,2019-11-13T14:29:33Z,2021-03-30T09:57:30Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,TRUE,WGS84,Magnoliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:152072,"119",Parque Estadual da Serra do Mar,São Paulo,SPF - Herbário da Universidade de São Paulo,"1450975173",pt,SPF,BRA:USP:SPF:152072,Collection,"152072","Souza, FM",USP,Universidade de São Paulo,NA,Anônimo,Myrsine villosissima Mart.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,ITANHAÉM,"3522109"
-45.666667,-23.466667,"1089064651",Myrsine villosissima Mart.,-23.466667,-45.666667,"gass84,colmafu,inmano",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-04-08T12:41:01Z,2021-04-08T12:43:53Z,"245",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3719247","6","7707728","220","1353","6674","3169412","3719247","3719247",Myrsine villosissima Mart.,Plantae,Tracheophyta,Ericales,Primulaceae,Myrsine,Myrsine villosissima,Myrsine,villosissima,SPECIES,ACCEPTED,NA,"1200","0",São Paulo,"2000","4","25",2000-04-25T00:00:00Z,2021-03-01T19:38:37Z,2021-04-08T12:43:53Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,a995cf02-345c-46db-8674-3415572615a6,FALSE,WGS84,Magnoliopsida,BR,none,none,Brazil,UEC - Herbário da Universidade Estadual de Campinas,BRA:UNICAMP:UEC:116613,"3480","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba - Estrada Intermediária km 41.",Caraguatatuba,UEC - Herbário da Universidade Estadual de Campinas,"1089064651",pt,UEC,BRA:UNICAMP:UEC:116613,Collection,"116613","Souza, JP; Souza, VC; et al.",UNICAMP,Universidade Estadual de Campinas,"Liana (Arbusto volúvel); flores creme rosadas. Beira de Estrada.; Floresta Ombrófila Densa Montana ""mata de altitude""","Scarpa, FM",Myrsine villosissima Mart.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,PARAIBUNA,"3535606"
